time(s);keff(-);power(W);flux0(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;TCoolant_Max;Avg;Min(K)

-1.664281043;1;0;0;0;0;0;0;0;0;695.76;667.7;653.15;
-1.654281043;1;0;0;0;0;0;0;0;0;697.03;668.19;653.15;
-1.644281043;1;0;0;0;0;0;0;0;0;698.3;668.67;653.15;
-1.634281043;1;0;0;0;0;0;0;0;0;699.55;669.16;653.15;
-1.624281043;1;0;0;0;0;0;0;0;0;700.79;669.65;653.15;
-1.614281043;1;0;0;0;0;0;0;0;0;702.03;670.13;653.15;
-1.604281043;1;0;0;0;0;0;0;0;0;703.25;670.62;653.15;
-1.594281043;1;0;0;0;0;0;0;0;0;704.46;671.1;653.15;
-1.584281043;1;0;0;0;0;0;0;0;0;705.66;671.59;653.15;
-1.574281043;1;0;0;0;0;0;0;0;0;706.86;672.07;653.15;
-1.564281043;1;0;0;0;0;0;0;0;0;708.03;672.56;653.15;
-1.554281043;1;0;0;0;0;0;0;0;0;709.2;673.04;653.15;
-1.544281043;1;0;0;0;0;0;0;0;0;710.4;673.53;653.15;
-1.534281043;1;0;0;0;0;0;0;0;0;711.6;674.01;653.15;
-1.524281043;1;0;0;0;0;0;0;0;0;712.78;674.5;653.15;
-1.514281043;1;0;0;0;0;0;0;0;0;713.95;674.98;653.15;
-1.504281043;1;0;0;0;0;0;0;0;0;715.12;675.46;653.15;
-1.494281043;1;0;0;0;0;0;0;0;0;716.27;675.94;653.15;
-1.484281043;1;0;0;0;0;0;0;0;0;717.41;676.42;653.15;
-1.474281043;1;0;0;0;0;0;0;0;0;718.54;676.9;653.15;
-1.464281043;1;0;0;0;0;0;0;0;0;719.66;677.38;653.15;
-1.454281043;1;0;0;0;0;0;0;0;0;720.77;677.86;653.15;
-1.444281043;1;0;0;0;0;0;0;0;0;721.87;678.34;653.15;
-1.434281043;1;0;0;0;0;0;0;0;0;722.96;678.82;653.15;
-1.424281043;1;0;0;0;0;0;0;0;0;724.04;679.29;653.15;
-1.414281043;1;0;0;0;0;0;0;0;0;725.11;679.77;653.15;
-1.404281043;1;0;0;0;0;0;0;0;0;726.17;680.24;653.15;
-1.394281043;1;0;0;0;0;0;0;0;0;727.25;680.71;653.15;
-1.384281043;1;0;0;0;0;0;0;0;0;728.34;681.18;653.15;
-1.374281043;1;0;0;0;0;0;0;0;0;729.42;681.65;653.15;
-1.364281043;1;0;0;0;0;0;0;0;0;730.48;682.12;653.15;
-1.354281043;1;0;0;0;0;0;0;0;0;731.54;682.59;653.15;
-1.344281043;1;0;0;0;0;0;0;0;0;732.59;683.05;653.15;
-1.334281043;1;0;0;0;0;0;0;0;0;733.63;683.52;653.15;
-1.324281043;1;0;0;0;0;0;0;0;0;734.65;683.98;653.15;
-1.314281043;1;0;0;0;0;0;0;0;0;735.67;684.44;653.15;
-1.304281043;1;0;0;0;0;0;0;0;0;736.68;684.9;653.15;
-1.294281043;1;0;0;0;0;0;0;0;0;737.68;685.36;653.15;
-1.284281043;1;0;0;0;0;0;0;0;0;738.67;685.82;653.15;
-1.274281043;1;0;0;0;0;0;0;0;0;739.65;686.28;653.15;
-1.264281043;1;0;0;0;0;0;0;0;0;740.62;686.73;653.15;
-1.254281043;1;0;0;0;0;0;0;0;0;741.58;687.19;653.15;
