                time        tsurfi-60A01        tsurfi-60A02        tsurfi-60A03        tsurfi-60A04        tsurfi-60A05        tsurfi-60A06        tsurfi-60A07        tsurfi-60A08        tsurfi-60A09        tsurfi-60A10        tsurfi-60A11
                 (s)                 (K)                 (K)                 (K)                 (K)                 (K)                 (K)                 (K)                 (K)                 (K)                 (K)                 (K)
     ---------------     ---------------     ---------------     ---------------     ---------------     ---------------     ---------------     ---------------     ---------------     ---------------     ---------------     ---------------
             7593.19             546.771             547.863             548.952             550.037             551.118             552.194             553.267             554.336             555.401             556.446             551.180
             7594.19             546.776             547.868             548.958             550.043             551.124             552.202             553.276             554.345             555.411             556.456             551.187
             7595.19             546.780             547.873             548.963             550.049             551.131             552.210             553.284             554.354             555.420             556.466             551.194
             7596.19             546.784             547.878             548.969             550.055             551.138             552.217             553.292             554.363             555.430             556.476             551.201
             7597.19             546.788             547.883             548.974             550.062             551.145             552.225             553.300             554.372             555.439             556.487             551.208
             7598.19             546.792             547.888             548.980             550.068             551.152             552.232             553.309             554.381             555.449             556.497             551.215
             7599.19             546.797             547.893             548.985             550.074             551.159             552.240             553.317             554.390             555.459             556.507             551.222
             7600.19             546.801             547.898             548.991             550.081             551.166             552.248             553.325             554.399             555.468             556.517             551.229
             7601.19             546.805             547.903             548.997             550.087             551.173             552.255             553.333             554.408             555.478             556.527             551.236
             7602.19             546.809             547.907             549.002             550.093             551.180             552.263             553.342             554.417             555.487             556.538             551.243
             7603.19             546.813             547.912             549.008             550.099             551.187             552.270             553.350             554.426             555.497             556.548             551.250
             7604.19             546.818             547.917             549.013             550.106             551.194             552.278             553.358             554.434             555.506             556.558             551.257
             7605.19             546.822             547.922             549.019             550.112             551.201             552.286             553.367             554.443             555.516             556.568             551.264
             7606.19             546.826             547.927             549.024             550.118             551.208             552.293             553.375             554.452             555.526             556.579             551.271
             7607.19             546.830             547.932             549.030             550.124             551.215             552.301             553.383             554.461             555.535             556.589             551.278
             7608.19             546.834             547.937             549.036             550.131             551.221             552.308             553.391             554.470             555.545             556.599             551.285
             7609.19             546.839             547.942             549.041             550.137             551.228             552.316             553.400             554.479             555.554             556.609             551.292
             7610.19             546.843             547.947             549.047             550.143             551.235             552.324             553.408             554.488             555.564             556.620             551.298
             7611.19             546.847             547.951             549.052             550.149             551.242             552.331             553.416             554.497             555.574             556.630             551.305
             7612.19             546.851             547.956             549.058             550.156             551.249             552.339             553.424             554.506             555.583             556.640             551.312
             7613.19             546.855             547.961             549.064             550.162             551.256             552.346             553.433             554.515             555.593             556.650             551.319
             7614.19             546.860             547.966             549.069             550.168             551.263             552.354             553.441             554.524             555.602             556.660             551.326
             7615.19             546.864             547.971             549.075             550.174             551.270             552.362             553.449             554.533             555.612             556.671             551.333
             7616.19             546.868             547.976             549.080             550.181             551.277             552.369             553.458             554.542             555.621             556.681             551.340
             7617.19             546.872             547.981             549.086             550.187             551.284             552.377             553.466             554.551             555.631             556.691             551.347
             7618.19             546.876             547.986             549.091             550.193             551.291             552.384             553.474             554.559             555.641             556.701             551.354
             7619.19             546.881             547.991             549.097             550.199             551.298             552.392             553.482             554.568             555.650             556.711             551.361
             7620.19             546.885             547.996             549.103             550.206             551.305             552.400             553.491             554.577             555.660             556.722             551.368
             7621.19             546.889             548.000             549.108             550.212             551.312             552.407             553.499             554.586             555.669             556.732             551.375
             7622.19             546.893             548.005             549.114             550.218             551.319             552.415             553.507             554.595             555.679             556.742             551.382
             7623.19             546.897             548.010             549.119             550.224             551.326             552.422             553.515             554.604             555.689             556.752             551.389
             7624.19             546.902             548.015             549.125             550.231             551.332             552.430             553.524             554.613             555.698             556.763             551.396
             7625.19             546.906             548.020             549.130             550.237             551.339             552.438             553.532             554.622             555.708             556.773             551.402
             7626.19             546.910             548.025             549.136             550.243             551.346             552.445             553.540             554.631             555.717             556.783             551.409
             7627.19             546.914             548.030             549.142             550.249             551.353             552.453             553.548             554.640             555.727             556.793             551.416
             7628.19             546.919             548.035             549.147             550.256             551.360             552.461             553.557             554.649             555.736             556.803             551.423
             7629.19             546.923             548.040             549.153             550.262             551.367             552.468             553.565             554.658             555.746             556.814             551.430
             7630.19             546.927             548.044             549.158             550.268             551.374             552.476             553.573             554.667             555.756             556.824             551.437
             7631.19             546.931             548.049             549.164             550.274             551.381             552.483             553.581             554.675             555.765             556.834             551.444
             7632.19             546.935             548.054             549.169             550.281             551.388             552.491             553.590             554.684             555.775             556.844             551.451
             7633.19             546.940             548.059             549.175             550.287             551.395             552.498             553.598             554.693             555.784             556.855             551.458
             7634.19             546.944             548.064             549.181             550.293             551.402             552.506             553.606             554.702             555.794             556.865             551.465
             7635.19             546.948             548.069             549.186             550.299             551.409             552.514             553.615             554.711             555.804             556.875             551.472
             7636.19             546.952             548.074             549.192             550.306             551.416             552.521             553.623             554.720             555.813             556.885             551.479
             7637.19             546.956             548.079             549.197             550.312             551.422             552.529             553.631             554.729             555.823             556.895             551.486
             7638.19             546.961             548.084             549.203             550.318             551.429             552.536             553.639             554.738             555.832             556.906             551.493
             7639.19             546.965             548.089             549.208             550.324             551.436             552.544             553.648             554.747             555.842             556.916             551.500
             7640.19             546.969             548.093             549.214             550.331             551.443             552.552             553.656             554.756             555.851             556.926             551.506
             7641.19             546.973             548.098             549.220             550.337             551.450             552.559             553.664             554.765             555.861             556.936             551.513
             7642.19             546.977             548.103             549.225             550.343             551.457             552.567             553.672             554.774             555.871             556.947             551.520
             7643.19             546.982             548.108             549.231             550.349             551.464             552.574             553.681             554.783             555.880             556.957             551.527
             7644.19             546.986             548.113             549.236             550.356             551.471             552.582             553.689             554.792             555.890             556.967             551.534
             7645.19             546.990             548.118             549.242             550.362             551.478             552.590             553.697             554.800             555.899             556.977             551.541
             7646.19             546.994             548.123             549.248             550.368             551.485             552.597             553.705             554.809             555.909             556.987             551.548
             7647.19             546.998             548.128             549.253             550.375             551.492             552.605             553.714             554.818             555.918             556.998             551.555
             7648.19             547.003             548.133             549.259             550.381             551.499             552.612             553.722             554.827             555.928             557.008             551.562
             7649.19             547.007             548.137             549.264             550.387             551.506             552.620             553.730             554.836             555.938             557.018             551.569
             7650.19             547.011             548.142             549.270             550.393             551.513             552.628             553.739             554.845             555.947             557.028             551.576
             7651.19             547.015             548.147             549.275             550.400             551.520             552.635             553.747             554.854             555.957             557.039             551.583
             7652.19             547.019             548.152             549.281             550.406             551.526             552.643             553.755             554.863             555.966             557.049             551.590
             7653.19             547.024             548.157             549.287             550.412             551.533             552.650             553.763             554.872             555.976             557.059             551.597
             7654.19             547.028             548.162             549.292             550.418             551.540             552.658             553.772             554.881             555.985             557.069             551.603
             7655.19             547.032             548.167             549.298             550.425             551.547             552.666             553.780             554.890             555.995             557.079             551.610
             7656.19             547.036             548.172             549.303             550.431             551.554             552.673             553.788             554.899             556.005             557.090             551.617
             7657.19             547.040             548.177             549.309             550.437             551.561             552.681             553.796             554.907             556.014             557.100             551.624
             7658.19             547.045             548.181             549.314             550.443             551.568             552.688             553.805             554.916             556.024             557.110             551.631
             7659.19             547.049             548.186             549.320             550.450             551.575             552.696             553.813             554.925             556.033             557.120             551.638
             7660.19             547.053             548.191             549.326             550.456             551.582             552.704             553.821             554.934             556.043             557.130             551.645
             7661.19             547.057             548.196             549.331             550.462             551.589             552.711             553.829             554.943             556.052             557.141             551.652
             7662.19             547.061             548.201             549.337             550.468             551.596             552.719             553.838             554.952             556.062             557.151             551.659
             7663.19             547.066             548.206             549.342             550.475             551.603             552.726             553.846             554.961             556.072             557.161             551.666
             7664.19             547.070             548.211             549.348             550.481             551.610             552.734             553.854             554.970             556.081             557.171             551.673
             7665.19             547.074             548.216             549.353             550.487             551.617             552.742             553.862             554.979             556.091             557.181             551.680
             7666.19             547.078             548.221             549.359             550.493             551.623             552.749             553.871             554.988             556.100             557.192             551.687
             7667.19             547.082             548.225             549.365             550.500             551.630             552.757             553.879             554.997             556.110             557.202             551.694
             7668.19             547.087             548.230             549.370             550.506             551.637             552.764             553.887             555.006             556.120             557.212             551.700
             7669.19             547.091             548.235             549.376             550.512             551.644             552.772             553.895             555.015             556.129             557.222             551.707
             7670.19             547.095             548.240             549.381             550.518             551.651             552.780             553.904             555.023             556.139             557.233             551.714
             7671.19             547.099             548.245             549.387             550.525             551.658             552.787             553.912             555.032             556.148             557.243             551.721
             7672.19             547.104             548.250             549.393             550.531             551.665             552.795             553.920             555.041             556.158             557.253             551.728
             7673.19             547.108             548.255             549.398             550.537             551.672             552.802             553.929             555.050             556.167             557.263             551.735
             7674.19             547.112             548.260             549.404             550.543             551.679             552.810             553.937             555.059             556.177             557.273             551.742
             7675.19             547.116             548.265             549.409             550.550             551.686             552.818             553.945             555.068             556.187             557.284             551.749
             7676.19             547.120             548.269             549.415             550.556             551.693             552.825             553.953             555.077             556.196             557.294             551.756
             7677.19             547.125             548.274             549.420             550.562             551.700             552.833             553.962             555.086             556.206             557.304             551.763
             7678.19             547.129             548.279             549.426             550.568             551.707             552.840             553.970             555.095             556.215             557.314             551.770
             7679.19             547.133             548.284             549.432             550.575             551.714             552.848             553.978             555.104             556.225             557.324             551.777
             7680.19             547.137             548.289             549.437             550.581             551.720             552.856             553.986             555.113             556.234             557.335             551.784
             7681.19             547.141             548.294             549.443             550.587             551.727             552.863             553.995             555.122             556.244             557.345             551.791
             7682.19             547.146             548.299             549.448             550.593             551.734             552.871             554.003             555.130             556.254             557.355             551.797
             7683.19             547.150             548.304             549.454             550.600             551.741             552.878             554.011             555.139             556.263             557.365             551.804
             7684.19             547.154             548.309             549.459             550.606             551.748             552.886             554.019             555.148             556.273             557.375             551.811
             7685.19             547.158             548.314             549.465             550.612             551.755             552.894             554.028             555.157             556.282             557.386             551.818
             7686.19             547.162             548.318             549.471             550.618             551.762             552.901             554.036             555.166             556.292             557.396             551.825
             7687.19             547.167             548.323             549.476             550.625             551.769             552.909             554.044             555.175             556.301             557.406             551.832
             7688.19             547.171             548.328             549.482             550.631             551.776             552.916             554.052             555.184             556.311             557.416             551.839
             7689.19             547.175             548.333             549.487             550.637             551.783             552.924             554.061             555.193             556.320             557.427             551.846
             7690.19             547.179             548.338             549.493             550.643             551.790             552.932             554.069             555.202             556.330             557.437             551.853
             7691.19             547.183             548.343             549.498             550.650             551.797             552.939             554.077             555.211             556.340             557.447             551.860
             7692.19             547.188             548.348             549.504             550.656             551.804             552.947             554.085             555.220             556.349             557.457             551.867
             7693.19             547.192             548.353             549.510             550.662             551.810             552.954             554.094             555.229             556.359             557.467             551.874
             7694.19             547.196             548.358             549.515             550.668             551.817             552.962             554.102             555.237             556.368             557.478             551.880
             7695.19             547.200             548.362             549.521             550.675             551.824             552.969             554.110             555.246             556.378             557.488             551.887
             7696.19             547.204             548.367             549.526             550.681             551.831             552.977             554.118             555.255             556.388             557.498             551.894
             7697.19             547.209             548.372             549.532             550.687             551.838             552.985             554.127             555.264             556.397             557.508             551.901
             7698.19             547.213             548.377             549.537             550.693             551.845             552.992             554.135             555.273             556.407             557.518             551.908
             7699.19             547.217             548.382             549.543             550.700             551.852             553.000             554.143             555.282             556.416             557.529             551.915
             7700.19             547.221             548.387             549.549             550.706             551.859             553.007             554.151             555.291             556.426             557.539             551.922
             7701.19             547.225             548.392             549.554             550.712             551.866             553.015             554.160             555.300             556.435             557.549             551.929
             7702.19             547.230             548.397             549.560             550.718             551.873             553.023             554.168             555.309             556.445             557.559             551.936
             7703.19             547.234             548.402             549.565             550.725             551.880             553.030             554.176             555.318             556.454             557.569             551.943
             7704.19             547.238             548.406             549.571             550.731             551.887             553.038             554.185             555.327             556.464             557.580             551.950
             7705.19             547.242             548.411             549.576             550.737             551.894             553.045             554.193             555.336             556.474             557.590             551.957
             7706.19             547.246             548.416             549.582             550.743             551.901             553.053             554.201             555.344             556.483             557.600             551.964
             7707.19             547.251             548.421             549.588             550.750             551.907             553.061             554.209             555.353             556.493             557.610             551.971
             7708.19             547.255             548.426             549.593             550.756             551.914             553.068             554.218             555.362             556.502             557.620             551.977
             7709.19             547.259             548.431             549.599             550.762             551.921             553.076             554.226             555.371             556.512             557.631             551.984
             7710.19             547.263             548.436             549.604             550.768             551.928             553.083             554.234             555.380             556.521             557.641             551.991
             7711.19             547.267             548.441             549.610             550.775             551.935             553.091             554.242             555.389             556.531             557.651             551.998
             7712.19             547.272             548.446             549.615             550.781             551.942             553.099             554.251             555.398             556.541             557.661             552.005
             7713.19             547.276             548.451             549.621             550.787             551.949             553.106             554.259             555.407             556.550             557.671             552.012
             7714.19             547.280             548.455             549.627             550.794             551.956             553.114             554.267             555.416             556.560             557.682             552.019
             7715.19             547.284             548.460             549.632             550.800             551.963             553.121             554.275             555.425             556.569             557.692             552.026
             7716.19             547.288             548.465             549.638             550.806             551.970             553.129             554.284             555.434             556.579             557.702             552.033
             7717.19             547.293             548.470             549.643             550.812             551.977             553.137             554.292             555.443             556.588             557.712             552.040
             7718.19             547.297             548.475             549.649             550.818             551.984             553.144             554.300             555.451             556.598             557.722             552.047
             7719.19             547.301             548.480             549.654             550.825             551.991             553.152             554.308             555.460             556.607             557.733             552.054
             7720.19             547.305             548.485             549.660             550.831             551.997             553.159             554.317             555.469             556.617             557.743             552.060
             7721.19             547.310             548.490             549.666             550.837             552.004             553.167             554.325             555.478             556.627             557.753             552.067
             7722.19             547.314             548.495             549.671             550.844             552.011             553.174             554.333             555.487             556.636             557.763             552.074
             7723.19             547.318             548.499             549.677             550.850             552.018             553.182             554.341             555.496             556.646             557.773             552.081
             7724.19             547.322             548.504             549.682             550.856             552.025             553.190             554.350             555.505             556.655             557.784             552.088
             7725.19             547.326             548.509             549.688             550.862             552.032             553.197             554.358             555.514             556.665             557.794             552.095
             7726.19             547.331             548.514             549.694             550.869             552.039             553.205             554.366             555.523             556.674             557.804             552.102
             7727.19             547.335             548.519             549.699             550.875             552.046             553.212             554.374             555.532             556.684             557.814             552.109
             7728.19             547.339             548.524             549.705             550.881             552.053             553.220             554.383             555.541             556.694             557.824             552.116
             7729.19             547.343             548.529             549.710             550.887             552.060             553.228             554.391             555.549             556.703             557.835             552.123
             7730.19             547.347             548.534             549.716             550.893             552.067             553.235             554.399             555.558             556.713             557.845             552.130
             7731.19             547.352             548.539             549.721             550.900             552.074             553.243             554.407             555.567             556.722             557.855             552.137
             7732.19             547.356             548.543             549.727             550.906             552.081             553.250             554.416             555.576             556.732             557.865             552.143
             7733.19             547.360             548.548             549.733             550.912             552.087             553.258             554.424             555.585             556.741             557.875             552.150
             7734.19             547.364             548.553             549.738             550.919             552.094             553.266             554.432             555.594             556.751             557.886             552.157
             7735.19             547.368             548.558             549.744             550.925             552.101             553.273             554.440             555.603             556.760             557.896             552.164
             7736.19             547.373             548.563             549.749             550.931             552.108             553.281             554.449             555.612             556.770             557.906             552.171
             7737.19             547.377             548.568             549.755             550.937             552.115             553.288             554.457             555.621             556.780             557.916             552.178
             7738.19             547.381             548.573             549.760             550.944             552.122             553.296             554.465             555.630             556.789             557.926             552.185
             7739.19             547.385             548.578             549.766             550.950             552.129             553.304             554.473             555.638             556.799             557.937             552.192
             7740.19             547.389             548.583             549.772             550.956             552.136             553.311             554.482             555.647             556.808             557.947             552.199
             7741.19             547.394             548.587             549.777             550.962             552.143             553.319             554.490             555.656             556.818             557.957             552.206
             7742.19             547.398             548.592             549.783             550.969             552.150             553.326             554.498             555.665             556.827             557.967             552.213
             7743.19             547.402             548.597             549.788             550.975             552.157             553.334             554.506             555.674             556.837             557.977             552.220
             7744.19             547.406             548.602             549.794             550.981             552.164             553.341             554.515             555.683             556.847             557.988             552.227
             7745.19             547.410             548.607             549.799             550.987             552.171             553.349             554.523             555.692             556.856             557.998             552.233
             7746.19             547.415             548.612             549.805             550.994             552.177             553.357             554.531             555.701             556.866             558.008             552.240
             7747.19             547.419             548.617             549.811             551.000             552.184             553.364             554.539             555.710             556.875             558.018             552.247
             7748.19             547.423             548.622             549.816             551.006             552.191             553.372             554.548             555.719             556.885             558.028             552.254
             7749.19             547.427             548.627             549.822             551.012             552.198             553.379             554.556             555.728             556.894             558.039             552.261
             7750.19             547.431             548.631             549.827             551.019             552.205             553.387             554.564             555.737             556.904             558.049             552.268
             7751.19             547.436             548.636             549.833             551.025             552.212             553.395             554.572             555.745             556.913             558.059             552.275
             7752.19             547.440             548.641             549.838             551.031             552.219             553.402             554.581             555.754             556.923             558.069             552.282
             7753.19             547.444             548.646             549.844             551.037             552.226             553.410             554.589             555.763             556.933             558.079             552.289
             7754.19             547.448             548.651             549.850             551.044             552.233             553.417             554.597             555.772             556.942             558.089             552.296
             7755.19             547.452             548.656             549.855             551.050             552.240             553.425             554.605             555.781             556.952             558.100             552.303
             7756.19             547.457             548.661             549.861             551.056             552.247             553.433             554.614             555.790             556.961             558.110             552.309
             7757.19             547.461             548.666             549.866             551.062             552.254             553.440             554.622             555.799             556.971             558.120             552.316
             7758.19             547.465             548.671             549.872             551.069             552.260             553.448             554.630             555.808             556.980             558.130             552.323
             7759.19             547.469             548.675             549.877             551.075             552.267             553.455             554.638             555.817             556.990             558.140             552.330
             7760.19             547.473             548.680             549.883             551.081             552.274             553.463             554.647             555.826             556.999             558.151             552.337
             7761.19             547.478             548.685             549.889             551.087             552.281             553.471             554.655             555.834             557.009             558.161             552.344
             7762.19             547.482             548.690             549.894             551.094             552.288             553.478             554.663             555.843             557.019             558.171             552.351
             7763.19             547.486             548.695             549.900             551.100             552.295             553.486             554.671             555.852             557.028             558.181             552.358
             7764.19             547.490             548.700             549.905             551.106             552.302             553.493             554.680             555.861             557.038             558.191             552.365
             7765.19             547.495             548.705             549.911             551.112             552.309             553.501             554.688             555.870             557.047             558.202             552.372
             7766.19             547.499             548.710             549.916             551.119             552.316             553.508             554.696             555.879             557.057             558.212             552.379
             7767.19             547.503             548.715             549.922             551.125             552.323             553.516             554.704             555.888             557.066             558.222             552.385
             7768.19             547.507             548.719             549.928             551.131             552.330             553.524             554.713             555.897             557.076             558.232             552.392
             7769.19             547.511             548.724             549.933             551.137             552.337             553.531             554.721             555.906             557.085             558.242             552.399
             7770.19             547.516             548.729             549.939             551.144             552.344             553.539             554.729             555.915             557.095             558.253             552.406
             7771.19             547.520             548.734             549.944             551.150             552.350             553.546             554.737             555.924             557.105             558.263             552.413
             7772.19             547.524             548.739             549.950             551.156             552.357             553.554             554.746             555.932             557.114             558.273             552.420
             7773.19             547.528             548.744             549.955             551.162             552.364             553.562             554.754             555.941             557.124             558.283             552.427
             7774.19             547.532             548.749             549.961             551.169             552.371             553.569             554.762             555.950             557.133             558.293             552.434
             7775.19             547.536             548.754             549.967             551.175             552.378             553.577             554.770             555.959             557.143             558.303             552.441
             7776.19             547.541             548.759             549.972             551.181             552.385             553.584             554.779             555.968             557.152             558.314             552.448
             7777.19             547.545             548.763             549.978             551.187             552.392             553.592             554.787             555.977             557.162             558.324             552.455
             7778.19             547.549             548.768             549.983             551.194             552.399             553.599             554.795             555.986             557.171             558.334             552.462
