time(s);keff(-);power(W);flux0;flux1;flux2;flux3;flux4;flux5(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;
15.75;0.939116;2e+07;8.6923e+16;3.405e+17;8.2648e+17;5.6599e+17;4.2209e+17;2.3806e+16;0;0;0;0;0;0;
16;0.939047;2e+07;8.6944e+16;3.4058e+17;8.2666e+17;5.661e+17;4.2215e+17;2.3805e+16;0;0;0;0;0;0;
16.25;0.938983;2e+07;8.6963e+16;3.4065e+17;8.2683e+17;5.6621e+17;4.2221e+17;2.3804e+16;0;0;0;0;0;0;
16.5;0.938917;2e+07;8.6983e+16;3.4073e+17;8.27e+17;5.6632e+17;4.2227e+17;2.3803e+16;0;0;0;0;0;0;
16.75;0.938859;2e+07;8.7001e+16;3.408e+17;8.2716e+17;5.6642e+17;4.2233e+17;2.3802e+16;0;0;0;0;0;0;
17;0.9388;2e+07;8.7019e+16;3.4086e+17;8.2731e+17;5.6651e+17;4.2239e+17;2.3801e+16;0;0;0;0;0;0;
17.25;0.938746;2e+07;8.7035e+16;3.4093e+17;8.2746e+17;5.6661e+17;4.2244e+17;2.38e+16;0;0;0;0;0;0;
17.5;0.938692;2e+07;8.7052e+16;3.4099e+17;8.276e+17;5.667e+17;4.225e+17;2.3799e+16;0;0;0;0;0;0;
17.75;0.938642;2e+07;8.7067e+16;3.4105e+17;8.2774e+17;5.6678e+17;4.2255e+17;2.3799e+16;0;0;0;0;0;0;
18;0.938591;2e+07;8.7082e+16;3.4111e+17;8.2787e+17;5.6687e+17;4.2259e+17;2.3798e+16;0;0;0;0;0;0;
18.25;0.938543;2e+07;8.7097e+16;3.4116e+17;8.28e+17;5.6695e+17;4.2264e+17;2.3797e+16;0;0;0;0;0;0;
18.5;0.938497;2e+07;8.7111e+16;3.4122e+17;8.2812e+17;5.6703e+17;4.2269e+17;2.3796e+16;0;0;0;0;0;0;
18.75;0.938453;2e+07;8.7124e+16;3.4127e+17;8.2824e+17;5.671e+17;4.2273e+17;2.3796e+16;0;0;0;0;0;0;
19;0.938411;2e+07;8.7137e+16;3.4132e+17;8.2835e+17;5.6717e+17;4.2277e+17;2.3795e+16;0;0;0;0;0;0;
19.25;0.938368;2e+07;8.715e+16;3.4137e+17;8.2846e+17;5.6724e+17;4.2281e+17;2.3794e+16;0;0;0;0;0;0;
19.5;0.938329;2e+07;8.7162e+16;3.4141e+17;8.2857e+17;5.6731e+17;4.2285e+17;2.3794e+16;0;0;0;0;0;0;
19.75;0.938288;2e+07;8.7174e+16;3.4146e+17;8.2867e+17;5.6737e+17;4.2289e+17;2.3793e+16;0;0;0;0;0;0;
20;0.938254;2e+07;8.7184e+16;3.415e+17;8.2876e+17;5.6743e+17;4.2292e+17;2.3792e+16;0;0;0;0;0;0;
20.25;0.93822;2e+07;8.7195e+16;3.4154e+17;8.2886e+17;5.6749e+17;4.2296e+17;2.3792e+16;0;0;0;0;0;0;
20.5;0.938185;2e+07;8.7206e+16;3.4158e+17;8.2895e+17;5.6755e+17;4.2299e+17;2.3791e+16;0;0;0;0;0;0;
20.75;0.938151;2e+07;8.7216e+16;3.4162e+17;8.2904e+17;5.676e+17;4.2302e+17;2.3791e+16;0;0;0;0;0;0;
21;0.938122;2e+07;8.7225e+16;3.4166e+17;8.2912e+17;5.6766e+17;4.2305e+17;2.379e+16;0;0;0;0;0;0;
21.25;0.938092;2e+07;8.7234e+16;3.4169e+17;8.292e+17;5.6771e+17;4.2308e+17;2.379e+16;0;0;0;0;0;0;
21.5;0.938065;2e+07;8.7243e+16;3.4172e+17;8.2928e+17;5.6776e+17;4.2311e+17;2.3789e+16;0;0;0;0;0;0;
21.75;0.938036;2e+07;8.7252e+16;3.4176e+17;8.2935e+17;5.6781e+17;4.2314e+17;2.3789e+16;0;0;0;0;0;0;
22;0.938009;2e+07;8.726e+16;3.4179e+17;8.2943e+17;5.6785e+17;4.2316e+17;2.3788e+16;0;0;0;0;0;0;
22.25;0.937983;2e+07;8.7268e+16;3.4182e+17;8.2949e+17;5.6789e+17;4.2319e+17;2.3788e+16;0;0;0;0;0;0;
22.5;0.937959;2e+07;8.7275e+16;3.4185e+17;8.2956e+17;5.6794e+17;4.2321e+17;2.3788e+16;0;0;0;0;0;0;
22.75;0.937933;2e+07;8.7283e+16;3.4188e+17;8.2963e+17;5.6798e+17;4.2324e+17;2.3787e+16;0;0;0;0;0;0;
23;0.937909;2e+07;8.729e+16;3.4191e+17;8.2969e+17;5.6802e+17;4.2326e+17;2.3787e+16;0;0;0;0;0;0;
23.25;0.937889;2e+07;8.7297e+16;3.4193e+17;8.2975e+17;5.6805e+17;4.2328e+17;2.3786e+16;0;0;0;0;0;0;
23.5;0.937868;2e+07;8.7303e+16;3.4196e+17;8.2981e+17;5.6809e+17;4.233e+17;2.3786e+16;0;0;0;0;0;0;
23.75;0.937846;2e+07;8.731e+16;3.4198e+17;8.2986e+17;5.6813e+17;4.2332e+17;2.3786e+16;0;0;0;0;0;0;
24;0.937826;2e+07;8.7316e+16;3.42e+17;8.2991e+17;5.6816e+17;4.2334e+17;2.3785e+16;0;0;0;0;0;0;
24.25;0.937806;2e+07;8.7322e+16;3.4203e+17;8.2997e+17;5.6819e+17;4.2336e+17;2.3785e+16;0;0;0;0;0;0;
24.5;0.937789;2e+07;8.7327e+16;3.4205e+17;8.3002e+17;5.6822e+17;4.2338e+17;2.3785e+16;0;0;0;0;0;0;
24.75;0.937767;2e+07;8.7333e+16;3.4207e+17;8.3007e+17;5.6825e+17;4.2339e+17;2.3784e+16;0;0;0;0;0;0;
25;0.937751;2e+07;8.7338e+16;3.4209e+17;8.3011e+17;5.6828e+17;4.2341e+17;2.3784e+16;0;0;0;0;0;0;
25.25;0.937736;2e+07;8.7343e+16;3.4211e+17;8.3015e+17;5.6831e+17;4.2343e+17;2.3784e+16;0;0;0;0;0;0;
25.5;0.937715;2e+07;8.7348e+16;3.4213e+17;8.302e+17;5.6834e+17;4.2344e+17;2.3784e+16;0;0;0;0;0;0;
25.75;0.937706;2e+07;8.7353e+16;3.4215e+17;8.3024e+17;5.6836e+17;4.2346e+17;2.3783e+16;0;0;0;0;0;0;
26;0.937681;2e+07;8.7358e+16;3.4217e+17;8.3028e+17;5.6839e+17;4.2347e+17;2.3783e+16;0;0;0;0;0;0;
26.25;0.937676;2e+07;8.7362e+16;3.4218e+17;8.3031e+17;5.6841e+17;4.2349e+17;2.3783e+16;0;0;0;0;0;0;
26.5;0.937655;2e+07;8.7366e+16;3.422e+17;8.3036e+17;5.6844e+17;4.235e+17;2.3783e+16;0;0;0;0;0;0;
26.75;0.937651;2e+07;8.737e+16;3.4221e+17;8.3039e+17;5.6846e+17;4.2351e+17;2.3783e+16;0;0;0;0;0;0;
27;0.937628;2e+07;8.7374e+16;3.4223e+17;8.3043e+17;5.6848e+17;4.2352e+17;2.3782e+16;0;0;0;0;0;0;
27.25;0.937624;2e+07;8.7377e+16;3.4224e+17;8.3045e+17;5.685e+17;4.2354e+17;2.3782e+16;0;0;0;0;0;0;
27.5;0.937602;2e+07;8.7382e+16;3.4226e+17;8.3049e+17;5.6852e+17;4.2355e+17;2.3782e+16;0;0;0;0;0;0;
27.75;0.9376;2e+07;8.7385e+16;3.4227e+17;8.3052e+17;5.6854e+17;4.2356e+17;2.3782e+16;0;0;0;0;0;0;
28;0.937583;2e+07;8.7388e+16;3.4228e+17;8.3055e+17;5.6856e+17;4.2357e+17;2.3781e+16;0;0;0;0;0;0;
28.25;0.937577;2e+07;8.7391e+16;3.4229e+17;8.3058e+17;5.6858e+17;4.2358e+17;2.3781e+16;0;0;0;0;0;0;
28.5;0.937558;2e+07;8.7395e+16;3.4231e+17;8.3061e+17;5.6859e+17;4.2359e+17;2.3781e+16;0;0;0;0;0;0;
28.75;0.93756;2e+07;8.7397e+16;3.4232e+17;8.3063e+17;5.6861e+17;4.236e+17;2.3781e+16;0;0;0;0;0;0;
29;0.937541;2e+07;8.7401e+16;3.4233e+17;8.3066e+17;5.6862e+17;4.2361e+17;2.3781e+16;0;0;0;0;0;0;
29.25;0.937528;2e+07;8.7404e+16;3.4234e+17;8.3068e+17;5.6864e+17;4.2362e+17;2.3781e+16;0;0;0;0;0;0;
29.5;0.937531;2e+07;8.7406e+16;3.4235e+17;8.307e+17;5.6866e+17;4.2363e+17;2.3781e+16;0;0;0;0;0;0;
29.75;0.937516;2e+07;8.7409e+16;3.4236e+17;8.3073e+17;5.6867e+17;4.2363e+17;2.3781e+16;0;0;0;0;0;0;
30;0.937515;2e+07;8.7411e+16;3.4237e+17;8.3074e+17;5.6868e+17;4.2364e+17;2.3781e+16;0;0;0;0;0;0;
30.25;0.937501;2e+07;8.7414e+16;3.4238e+17;8.3077e+17;5.6869e+17;4.2365e+17;2.378e+16;0;0;0;0;0;0;
30.5;0.937483;2e+07;8.7417e+16;3.4239e+17;8.3079e+17;5.687e+17;4.2366e+17;2.378e+16;0;0;0;0;0;0;
30.75;0.937493;2e+07;8.7417e+16;3.4239e+17;8.3081e+17;5.6872e+17;4.2367e+17;2.378e+16;0;0;0;0;0;0;
31;0.937477;2e+07;8.7421e+16;3.4241e+17;8.3082e+17;5.6873e+17;4.2367e+17;2.378e+16;0;0;0;0;0;0;
31.25;0.93747;2e+07;8.7423e+16;3.4241e+17;8.3085e+17;5.6875e+17;4.2368e+17;2.378e+16;0;0;0;0;0;0;
31.5;0.937456;2e+07;8.7425e+16;3.4242e+17;8.3086e+17;5.6876e+17;4.2368e+17;2.378e+16;0;0;0;0;0;0;
31.75;0.937467;2e+07;8.7426e+16;3.4243e+17;8.3088e+17;5.6877e+17;4.2369e+17;2.378e+16;0;0;0;0;0;0;
32;0.937453;2e+07;8.7428e+16;3.4243e+17;8.3089e+17;5.6878e+17;4.237e+17;2.378e+16;0;0;0;0;0;0;
32.25;0.93745;2e+07;8.743e+16;3.4244e+17;8.3091e+17;5.6879e+17;4.237e+17;2.3779e+16;0;0;0;0;0;0;
32.5;0.937437;2e+07;8.7432e+16;3.4245e+17;8.3092e+17;5.688e+17;4.2371e+17;2.3779e+16;0;0;0;0;0;0;
32.75;0.937427;2e+07;8.7434e+16;3.4246e+17;8.3095e+17;5.6881e+17;4.2371e+17;2.3779e+16;0;0;0;0;0;0;
33;0.937416;2e+07;8.7436e+16;3.4247e+17;8.3096e+17;5.6881e+17;4.2371e+17;2.3779e+16;0;0;0;0;0;0;
33.25;0.937434;2e+07;8.7436e+16;3.4246e+17;8.3096e+17;5.6882e+17;4.2372e+17;2.3779e+16;0;0;0;0;0;0;
33.5;0.937423;2e+07;8.7438e+16;3.4247e+17;8.3098e+17;5.6883e+17;4.2373e+17;2.3779e+16;0;0;0;0;0;0;
33.75;0.937412;2e+07;8.7439e+16;3.4248e+17;8.3098e+17;5.6884e+17;4.2373e+17;2.3779e+16;0;0;0;0;0;0;
34;0.937413;2e+07;8.744e+16;3.4248e+17;8.3101e+17;5.6885e+17;4.2373e+17;2.3779e+16;0;0;0;0;0;0;
34.25;0.937401;2e+07;8.7443e+16;3.4249e+17;8.3102e+17;5.6886e+17;4.2374e+17;2.3779e+16;0;0;0;0;0;0;
34.5;0.937403;2e+07;8.7442e+16;3.4249e+17;8.3103e+17;5.6886e+17;4.2374e+17;2.3779e+16;0;0;0;0;0;0;
34.75;0.937395;2e+07;8.7445e+16;3.425e+17;8.3104e+17;5.6887e+17;4.2375e+17;2.3779e+16;0;0;0;0;0;0;
35;0.937384;2e+07;8.7446e+16;3.425e+17;8.3105e+17;5.6887e+17;4.2375e+17;2.3779e+16;0;0;0;0;0;0;
35.25;0.937398;2e+07;8.7446e+16;3.425e+17;8.3105e+17;5.6888e+17;4.2376e+17;2.3779e+16;0;0;0;0;0;0;
35.5;0.93739;2e+07;8.7447e+16;3.4251e+17;8.3106e+17;5.6889e+17;4.2376e+17;2.3779e+16;0;0;0;0;0;0;
35.75;0.937381;2e+07;8.7449e+16;3.4251e+17;8.3107e+17;5.6889e+17;4.2376e+17;2.3779e+16;0;0;0;0;0;0;
36;0.937377;2e+07;8.745e+16;3.4252e+17;8.3109e+17;5.6889e+17;4.2377e+17;2.3779e+16;0;0;0;0;0;0;
36.25;0.937369;2e+07;8.7451e+16;3.4252e+17;8.3109e+17;5.689e+17;4.2377e+17;2.3778e+16;0;0;0;0;0;0;
36.5;0.937363;2e+07;8.7452e+16;3.4253e+17;8.311e+17;5.689e+17;4.2377e+17;2.3779e+16;0;0;0;0;0;0;
36.75;0.937361;2e+07;8.7453e+16;3.4253e+17;8.3111e+17;5.6891e+17;4.2377e+17;2.3778e+16;0;0;0;0;0;0;
37;0.937356;2e+07;8.7454e+16;3.4253e+17;8.3112e+17;5.6892e+17;4.2378e+17;2.3778e+16;0;0;0;0;0;0;
37.25;0.937351;2e+07;8.7455e+16;3.4254e+17;8.3113e+17;5.6892e+17;4.2378e+17;2.3778e+16;0;0;0;0;0;0;
37.5;0.937347;2e+07;8.7456e+16;3.4254e+17;8.3114e+17;5.6893e+17;4.2378e+17;2.3778e+16;0;0;0;0;0;0;
37.75;0.937352;2e+07;8.7456e+16;3.4254e+17;8.3114e+17;5.6893e+17;4.2379e+17;2.3778e+16;0;0;0;0;0;0;
38;0.937348;2e+07;8.7457e+16;3.4255e+17;8.3114e+17;5.6893e+17;4.2379e+17;2.3778e+16;0;0;0;0;0;0;
38.25;0.937346;2e+07;8.7458e+16;3.4255e+17;8.3115e+17;5.6894e+17;4.2379e+17;2.3778e+16;0;0;0;0;0;0;
38.5;0.937341;2e+07;8.7459e+16;3.4255e+17;8.3116e+17;5.6894e+17;4.2379e+17;2.3778e+16;0;0;0;0;0;0;
38.75;0.937336;2e+07;8.746e+16;3.4256e+17;8.3116e+17;5.6895e+17;4.2379e+17;2.3778e+16;0;0;0;0;0;0;
39;0.937347;2e+07;8.7459e+16;3.4255e+17;8.3116e+17;5.6895e+17;4.238e+17;2.3778e+16;0;0;0;0;0;0;
39.25;0.937344;2e+07;8.746e+16;3.4256e+17;8.3117e+17;5.6895e+17;4.238e+17;2.3778e+16;0;0;0;0;0;0;
39.5;0.937339;2e+07;8.7461e+16;3.4256e+17;8.3117e+17;5.6896e+17;4.238e+17;2.3778e+16;0;0;0;0;0;0;
39.75;0.937335;2e+07;8.7461e+16;3.4256e+17;8.3118e+17;5.6896e+17;4.238e+17;2.3778e+16;0;0;0;0;0;0;
40;0.937334;2e+07;8.7462e+16;3.4257e+17;8.3119e+17;5.6896e+17;4.238e+17;2.3778e+16;0;0;0;0;0;0;
40.25;0.93733;2e+07;8.7463e+16;3.4257e+17;8.312e+17;5.6896e+17;4.2381e+17;2.3778e+16;0;0;0;0;0;0;
40.5;0.937325;2e+07;8.7463e+16;3.4257e+17;8.312e+17;5.6896e+17;4.2381e+17;2.3778e+16;0;0;0;0;0;0;
40.75;0.937343;2e+07;8.7463e+16;3.4257e+17;8.312e+17;5.6897e+17;4.2381e+17;2.3778e+16;0;0;0;0;0;0;
41;0.937339;2e+07;8.7463e+16;3.4257e+17;8.312e+17;5.6898e+17;4.2381e+17;2.3778e+16;0;0;0;0;0;0;
41.25;0.937336;2e+07;8.7463e+16;3.4257e+17;8.3121e+17;5.6898e+17;4.2381e+17;2.3778e+16;0;0;0;0;0;0;
41.5;0.937333;2e+07;8.7465e+16;3.4257e+17;8.3121e+17;5.6898e+17;4.2381e+17;2.3778e+16;0;0;0;0;0;0;
41.75;0.937329;2e+07;8.7465e+16;3.4258e+17;8.3121e+17;5.6898e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
42;0.937326;2e+07;8.7466e+16;3.4258e+17;8.3121e+17;5.6898e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
42.25;0.937323;2e+07;8.7466e+16;3.4258e+17;8.3122e+17;5.6898e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
42.5;0.93732;2e+07;8.7467e+16;3.4258e+17;8.3122e+17;5.6899e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
42.75;0.937321;2e+07;8.7467e+16;3.4258e+17;8.3124e+17;5.6899e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
43;0.937319;2e+07;8.7467e+16;3.4258e+17;8.3124e+17;5.6899e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
43.25;0.937316;2e+07;8.7468e+16;3.4259e+17;8.3124e+17;5.6899e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
43.5;0.937314;2e+07;8.7468e+16;3.4259e+17;8.3124e+17;5.6899e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
43.75;0.937311;2e+07;8.7469e+16;3.4259e+17;8.3124e+17;5.6899e+17;4.2382e+17;2.3778e+16;0;0;0;0;0;0;
44;0.937309;2e+07;8.7469e+16;3.4259e+17;8.3125e+17;5.6899e+17;4.2383e+17;2.3778e+16;0;0;0;0;0;0;
44.25;0.937306;2e+07;8.7469e+16;3.4259e+17;8.3125e+17;5.69e+17;4.2383e+17;2.3778e+16;0;0;0;0;0;0;
44.5;0.937304;2e+07;8.747e+16;3.4259e+17;8.3125e+17;5.69e+17;4.2383e+17;2.3778e+16;0;0;0;0;0;0;
44.75;0.937322;2e+07;8.7469e+16;3.4259e+17;8.3125e+17;5.69e+17;4.2383e+17;2.3777e+16;0;0;0;0;0;0;
45;0.93732;2e+07;8.7469e+16;3.4259e+17;8.3125e+17;5.6901e+17;4.2383e+17;2.3777e+16;0;0;0;0;0;0;
45.25;0.937318;2e+07;8.7469e+16;3.4259e+17;8.3126e+17;5.6901e+17;4.2383e+17;2.3777e+16;0;0;0;0;0;0;
45.5;0.937316;2e+07;8.7469e+16;3.4259e+17;8.3126e+17;5.6901e+17;4.2383e+17;2.3777e+16;0;0;0;0;0;0;
45.75;0.937314;2e+07;8.747e+16;3.4259e+17;8.3126e+17;5.6901e+17;4.2383e+17;2.3778e+16;0;0;0;0;0;0;
46;0.937313;2e+07;8.747e+16;3.4259e+17;8.3126e+17;5.6901e+17;4.2383e+17;2.3778e+16;0;0;0;0;0;0;
46.25;0.937311;2e+07;8.747e+16;3.426e+17;8.3126e+17;5.6901e+17;4.2383e+17;2.3778e+16;0;0;0;0;0;0;
46.5;0.937309;2e+07;8.7471e+16;3.426e+17;8.3126e+17;5.6901e+17;4.2383e+17;2.3777e+16;0;0;0;0;0;0;
46.75;0.937308;2e+07;8.7471e+16;3.426e+17;8.3126e+17;5.6901e+17;4.2383e+17;2.3778e+16;0;0;0;0;0;0;
47;0.937307;2e+07;8.7471e+16;3.426e+17;8.3127e+17;5.6901e+17;4.2384e+17;2.3778e+16;0;0;0;0;0;0;
47.25;0.937305;2e+07;8.7471e+16;3.426e+17;8.3127e+17;5.6901e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
47.5;0.937304;2e+07;8.7472e+16;3.426e+17;8.3127e+17;5.6902e+17;4.2384e+17;2.3778e+16;0;0;0;0;0;0;
47.75;0.937302;2e+07;8.7472e+16;3.426e+17;8.3127e+17;5.6902e+17;4.2384e+17;2.3778e+16;0;0;0;0;0;0;
48;0.937301;2e+07;8.7472e+16;3.426e+17;8.3127e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
48.25;0.937304;2e+07;8.7472e+16;3.426e+17;8.3128e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
48.5;0.937303;2e+07;8.7472e+16;3.426e+17;8.3128e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
48.75;0.937302;2e+07;8.7473e+16;3.426e+17;8.3128e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
49;0.937301;2e+07;8.7473e+16;3.426e+17;8.3128e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
49.25;0.937299;2e+07;8.7473e+16;3.4261e+17;8.3129e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
49.5;0.9373;2e+07;8.7473e+16;3.4261e+17;8.3129e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
49.75;0.937299;2e+07;8.7473e+16;3.4261e+17;8.3129e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
50;0.937298;2e+07;8.7473e+16;3.4261e+17;8.3129e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
50.25;0.937297;2e+07;8.7474e+16;3.4261e+17;8.3129e+17;5.6902e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
50.5;0.937296;2e+07;8.7474e+16;3.4261e+17;8.3129e+17;5.6903e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
50.75;0.937295;2e+07;8.7474e+16;3.4261e+17;8.3129e+17;5.6903e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
51;0.937295;2e+07;8.7474e+16;3.4261e+17;8.3129e+17;5.6903e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
51.25;0.937293;2e+07;8.7474e+16;3.4261e+17;8.3129e+17;5.6903e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
51.5;0.937293;2e+07;8.7474e+16;3.4261e+17;8.3129e+17;5.6903e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
51.75;0.937292;2e+07;8.7474e+16;3.4261e+17;8.3129e+17;5.6903e+17;4.2384e+17;2.3777e+16;0;0;0;0;0;0;
