time(s);keff(-);power(W);flux0;flux1;flux2;flux3;flux4;flux5(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;TCoolant_Max;Avg;Min(K)

0.001;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;900.06;900.01;900;
0.0021999928;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;900.13;900.03;900;
0.003639991072;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;900.22;900.05;900;
0.005367998952;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;900.32;900.08;900;
0.007441586908;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;900.45;900.11;900;
0.009929892455;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;900.6;900.15;900;
0.01291582939;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;900.77;900.19;900;
0.01649895371;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;900.99;900.25;900;
0.02079876453;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;901.25;900.31;900;
0.02595844876;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;901.56;900.39;900;
0.03214994201;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;901.93;900.48;900;
0.03957973391;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;902.37;900.59;900;
0.04849521913;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;902.91;900.73;900;
0.05919322885;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;903.55;900.89;900;
0.07203084051;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;904.32;901.08;900;
0.08743518291;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;905.25;901.31;900;
0.1059203938;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;906.35;901.59;900;
0.1281042889;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;907.68;901.92;900;
0.154722598;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;909.28;902.32;900;
0.1866628659;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;911.2;902.8;900;
0.2249936405;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;913.5;903.37;900;
0.2709941045;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;916.26;904.06;900;
0.3261844785;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;919.57;904.89;900;
0.3924129274;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;923.54;905.89;900;
0.4719082083;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;928.31;907.08;900;
0.5673330327;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;934.04;908.51;900;
0.6818867965;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;940.9;910.23;900;
0.8192562477;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;949.14;912.28;900;
0.9840083137;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;959.02;914.75;900;
1.181645024;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;970.86;917.72;900;
1.418619496;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;985.06;921.27;900;
1.702715693;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1001.9;925.49;900;
2.040507048;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1021.4;930.34;900;
2.429235195;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1043.2;935.81;900;
2.866772257;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1065.9;941.48;900;
3.320665845;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1087.5;946.88;900;
3.752270015;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1108;952.02;900;
4.1635851;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1127.5;956.9;900;
4.554754141;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1146.2;961.58;900;
4.929049223;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1164;966.05;900;
5.286458812;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1181;970.32;900;
5.628384953;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1197.3;974.4;900;
5.954930334;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1212.9;978.32;900;
6.2684139;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1227.8;982.07;900;
6.56883565;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1242.2;985.69;900;
6.858096221;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1256;989.16;900;
7.136131754;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1269.3;992.5;900;
7.403750971;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1282.1;995.73;900;
7.661679242;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1294.4;998.83;900;
7.909900534;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1306.3;1001.8;900;
8.149718501;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1317.8;1004.7;900;
8.381663657;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1328.9;1007.5;900;
8.605669369;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1339.6;1010.2;900;
8.822243612;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1349.9;1012.9;900;
9.03184765;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1360;1015.4;900;
9.234901561;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1369.7;1017.9;900;
9.431788977;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1379.1;1020.2;900;
9.622861152;1;9.9e+08;0.5;0.5;0.5;0.5;0.5;0.5;0;0;0;0;0;0;1388.3;1022.6;900;
