time(s);keff(-);power(W);flux0(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;
20.06493506;1;0;0;0;0;0;0;0;0;
20.07792208;1;0;0;0;0;0;0;0;0;
20.09090909;1;0;0;0;0;0;0;0;0;
20.1038961;1;0;0;0;0;0;0;0;0;
20.11688312;1;0;0;0;0;0;0;0;0;
20.12987013;1;0;0;0;0;0;0;0;0;
20.14285714;1;0;0;0;0;0;0;0;0;
20.15584416;1;0;0;0;0;0;0;0;0;
20.16883117;1;0;0;0;0;0;0;0;0;
20.18181818;1;0;0;0;0;0;0;0;0;
20.19480519;1;0;0;0;0;0;0;0;0;
20.20779221;1;0;0;0;0;0;0;0;0;
20.22077922;1;0;0;0;0;0;0;0;0;
20.23376623;1;0;0;0;0;0;0;0;0;
20.24675325;1;0;0;0;0;0;0;0;0;
20.25974026;1;0;0;0;0;0;0;0;0;
20.27272727;1;0;0;0;0;0;0;0;0;
20.28571429;1;0;0;0;0;0;0;0;0;
20.2987013;1;0;0;0;0;0;0;0;0;
20.31168831;1;0;0;0;0;0;0;0;0;
20.32467532;1;0;0;0;0;0;0;0;0;
20.33766234;1;0;0;0;0;0;0;0;0;
20.35064935;1;0;0;0;0;0;0;0;0;
20.36363636;1;0;0;0;0;0;0;0;0;
20.37662338;1;0;0;0;0;0;0;0;0;
20.38961039;1;0;0;0;0;0;0;0;0;
20.4025974;1;0;0;0;0;0;0;0;0;
20.41558442;1;0;0;0;0;0;0;0;0;
20.42857143;1;0;0;0;0;0;0;0;0;
20.44155844;1;0;0;0;0;0;0;0;0;
20.45454545;1;0;0;0;0;0;0;0;0;
20.46753247;1;0;0;0;0;0;0;0;0;
20.48051948;1;0;0;0;0;0;0;0;0;
20.49350649;1;0;0;0;0;0;0;0;0;
20.50649351;1;0;0;0;0;0;0;0;0;
20.51948052;1;0;0;0;0;0;0;0;0;
20.53246753;1;0;0;0;0;0;0;0;0;
20.54545455;1;0;0;0;0;0;0;0;0;
20.55844156;1;0;0;0;0;0;0;0;0;
20.57142857;1;0;0;0;0;0;0;0;0;
20.58441558;1;0;0;0;0;0;0;0;0;
20.5974026;1;0;0;0;0;0;0;0;0;
20.61038961;1;0;0;0;0;0;0;0;0;
20.62337662;1;0;0;0;0;0;0;0;0;
20.63636364;1;0;0;0;0;0;0;0;0;
20.64935065;1;0;0;0;0;0;0;0;0;
20.66233766;1;0;0;0;0;0;0;0;0;
20.67532468;1;0;0;0;0;0;0;0;0;
20.68831169;1;0;0;0;0;0;0;0;0;
20.7012987;1;0;0;0;0;0;0;0;0;
20.71428571;1;0;0;0;0;0;0;0;0;
20.72727273;1;0;0;0;0;0;0;0;0;
20.74025974;1;0;0;0;0;0;0;0;0;
20.75324675;1;0;0;0;0;0;0;0;0;
20.76623377;1;0;0;0;0;0;0;0;0;
20.77922078;1;0;0;0;0;0;0;0;0;
20.79220779;1;0;0;0;0;0;0;0;0;
20.80519481;1;0;0;0;0;0;0;0;0;
20.81818182;1;0;0;0;0;0;0;0;0;
20.83116883;1;0;0;0;0;0;0;0;0;
20.84415584;1;0;0;0;0;0;0;0;0;
20.85714286;1;0;0;0;0;0;0;0;0;
20.87012987;1;0;0;0;0;0;0;0;0;
20.88311688;1;0;0;0;0;0;0;0;0;
20.8961039;1;0;0;0;0;0;0;0;0;
20.90909091;1;0;0;0;0;0;0;0;0;
20.92207792;1;0;0;0;0;0;0;0;0;
20.93506494;1;0;0;0;0;0;0;0;0;
20.94805195;1;0;0;0;0;0;0;0;0;
20.96103896;1;0;0;0;0;0;0;0;0;
20.97402597;1;0;0;0;0;0;0;0;0;
20.98701299;1;0;0;0;0;0;0;0;0;
21;1;0;0;0;0;0;0;0;0;
21.01298701;1;0;0;0;0;0;0;0;0;
21.02597403;1;0;0;0;0;0;0;0;0;
21.03896104;1;0;0;0;0;0;0;0;0;
21.05194805;1;0;0;0;0;0;0;0;0;
21.06493506;1;0;0;0;0;0;0;0;0;
21.07792208;1;0;0;0;0;0;0;0;0;
21.09090909;1;0;0;0;0;0;0;0;0;
21.1038961;1;0;0;0;0;0;0;0;0;
21.11688312;1;0;0;0;0;0;0;0;0;
21.12987013;1;0;0;0;0;0;0;0;0;
21.14285714;1;0;0;0;0;0;0;0;0;
21.15584416;1;0;0;0;0;0;0;0;0;
21.16883117;1;0;0;0;0;0;0;0;0;
21.18181818;1;0;0;0;0;0;0;0;0;
21.19480519;1;0;0;0;0;0;0;0;0;
21.20779221;1;0;0;0;0;0;0;0;0;
21.22077922;1;0;0;0;0;0;0;0;0;
21.23376623;1;0;0;0;0;0;0;0;0;
21.24675325;1;0;0;0;0;0;0;0;0;
21.25974026;1;0;0;0;0;0;0;0;0;
21.27272727;1;0;0;0;0;0;0;0;0;
21.28571429;1;0;0;0;0;0;0;0;0;
21.2987013;1;0;0;0;0;0;0;0;0;
21.31168831;1;0;0;0;0;0;0;0;0;
21.32467532;1;0;0;0;0;0;0;0;0;
21.33766234;1;0;0;0;0;0;0;0;0;
21.35064935;1;0;0;0;0;0;0;0;0;
21.36363636;1;0;0;0;0;0;0;0;0;
21.37662338;1;0;0;0;0;0;0;0;0;
21.38961039;1;0;0;0;0;0;0;0;0;
21.4025974;1;0;0;0;0;0;0;0;0;
21.41558442;1;0;0;0;0;0;0;0;0;
21.42857143;1;0;0;0;0;0;0;0;0;
