time(s);keff(-);power(W);flux0;flux1;flux2;flux3;flux4;flux5(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;

100.001;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.002;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0032;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0046398;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0063676;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.008441;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0109289;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0139143;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0174974;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0217965;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0269558;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0331464;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0405733;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0494895;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.060189;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0730311;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.0884457;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.1069374;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.1291191;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.1557253;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.1876872;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.2260166;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.2719038;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.3268648;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.3926684;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.4714171;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.5657595;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
100.679425;0.937292;2e+07;8.7476e+16;3.4262e+17;8.3131e+17;5.6904e+17;4.2385e+17;2.3777e+16;0;0;0;0;0;0;
