time;prec0;prec1;prec2;prec3;prec4;prec5;prec6;prec7
484;1.2988e+16;1.63568e+16;1.08401e+16;6.48774e+15;4.81369e+15;3.49026e+14;1.96894e+14;2.03037e+13
485;1.29877e+16;1.63566e+16;1.08399e+16;6.48771e+15;4.81369e+15;3.49027e+14;1.96894e+14;2.03037e+13
486;1.29874e+16;1.63563e+16;1.08398e+16;6.48769e+15;4.81369e+15;3.49027e+14;1.96895e+14;2.03038e+13
487;1.29872e+16;1.63562e+16;1.08397e+16;6.48768e+15;4.81369e+15;3.49028e+14;1.96895e+14;2.03039e+13
488;1.29871e+16;1.63561e+16;1.08397e+16;6.48767e+15;4.8137e+15;3.49029e+14;1.96896e+14;2.0304e+13
489;1.2987e+16;1.6356e+16;1.08396e+16;6.48768e+15;4.8137e+15;3.49029e+14;1.96897e+14;2.0304e+13
490;1.2987e+16;1.6356e+16;1.08396e+16;6.48769e+15;4.81372e+15;3.49031e+14;1.96897e+14;2.03041e+13
491;1.2987e+16;1.6356e+16;1.08397e+16;6.48771e+15;4.81374e+15;3.49032e+14;1.96898e+14;2.03042e+13
492;1.2987e+16;1.63561e+16;1.08397e+16;6.48773e+15;4.81376e+15;3.49034e+14;1.96899e+14;2.03043e+13
493;1.29871e+16;1.63562e+16;1.08398e+16;6.48778e+15;4.81379e+15;3.49036e+14;1.96901e+14;2.03044e+13
494;1.29872e+16;1.63562e+16;1.08398e+16;6.48781e+15;4.81382e+15;3.49038e+14;1.96902e+14;2.03045e+13
495;1.29873e+16;1.63564e+16;1.08399e+16;6.48784e+15;4.81384e+15;3.4904e+14;1.96903e+14;2.03047e+13
496;1.29874e+16;1.63565e+16;1.084e+16;6.4879e+15;4.81389e+15;3.49043e+14;1.96905e+14;2.03048e+13
497;1.29876e+16;1.63567e+16;1.08401e+16;6.48798e+15;4.81394e+15;3.49047e+14;1.96907e+14;2.03051e+13
498;1.29877e+16;1.63568e+16;1.08401e+16;6.48798e+15;4.81394e+15;3.49047e+14;1.96907e+14;2.03051e+13
499;1.29877e+16;1.63568e+16;1.08401e+16;6.48798e+15;4.81394e+15;3.49047e+14;1.96907e+14;2.03051e+13
500;1.29879e+16;1.6357e+16;1.08403e+16;6.48804e+15;4.81399e+15;3.4905e+14;1.96908e+14;2.03053e+13
