# Region      : cellSet Z870
# Cells       : 7
# Volume      : 4.818207e-07
# Time        	volAverage(p)	volAverage(p_rgh)	volAverage(alpha.vapour)	volAverage(T.activeStructure)	volAverage(T.liquid)
-1.98658      	1.205990e+05	1.166284e+05	0.000000e+00	6.538834e+02	6.534335e+02
-1.98514      	1.209105e+05	1.169399e+05	0.000000e+00	6.539497e+02	6.534815e+02
-1.98355      	1.212164e+05	1.172458e+05	0.000000e+00	6.540224e+02	6.535366e+02
-1.98181      	1.215187e+05	1.175482e+05	0.000000e+00	6.541026e+02	6.535999e+02
-1.97989      	1.221125e+05	1.181421e+05	0.000000e+00	6.541915e+02	6.536727e+02
-1.97777      	1.278436e+05	1.238733e+05	0.000000e+00	6.542903e+02	6.537576e+02
-1.97545      	1.339459e+05	1.299757e+05	0.000000e+00	6.544005e+02	6.538551e+02
-1.9729       	1.405272e+05	1.365571e+05	0.000000e+00	6.545236e+02	6.539675e+02
-1.97009      	1.475912e+05	1.436213e+05	0.000000e+00	6.546618e+02	6.540975e+02
-1.967        	1.551705e+05	1.512007e+05	0.000000e+00	6.548173e+02	6.542485e+02
-1.9636       	1.632963e+05	1.593267e+05	0.000000e+00	6.549933e+02	6.544250e+02
-1.95986      	1.714891e+05	1.675197e+05	0.000000e+00	6.551937e+02	6.546321e+02
-1.95574      	1.664809e+05	1.625118e+05	0.000000e+00	6.554217e+02	6.548671e+02
-1.95121      	1.614005e+05	1.574317e+05	0.000000e+00	6.556833e+02	6.551414e+02
-1.94624      	1.561321e+05	1.521635e+05	0.000000e+00	6.559843e+02	6.554597e+02
-1.94076      	1.506859e+05	1.467178e+05	0.000000e+00	6.563306e+02	6.558268e+02
-1.93474      	1.498994e+05	1.459317e+05	0.000000e+00	6.567300e+02	6.562535e+02
-1.92811      	1.498212e+05	1.458540e+05	0.000000e+00	6.571895e+02	6.567452e+02
-1.92082      	1.497300e+05	1.457634e+05	0.000000e+00	6.577176e+02	6.573109e+02
-1.9128       	1.497288e+05	1.457629e+05	0.000000e+00	6.583239e+02	6.579615e+02
-1.90398      	1.497298e+05	1.457647e+05	0.000000e+00	6.590198e+02	6.587089e+02
-1.89428      	1.496982e+05	1.457340e+05	0.000000e+00	6.597657e+02	6.595101e+02
-1.88428      	1.496456e+05	1.456822e+05	0.000000e+00	6.605383e+02	6.603393e+02
-1.87428      	1.496096e+05	1.456472e+05	0.000000e+00	6.613356e+02	6.611940e+02
-1.86428      	1.495903e+05	1.456287e+05	0.000000e+00	6.621558e+02	6.620717e+02
-1.85428      	1.495801e+05	1.456195e+05	0.000000e+00	6.629970e+02	6.629700e+02
-1.84428      	1.495803e+05	1.456206e+05	0.000000e+00	6.638574e+02	6.638868e+02
-1.83428      	1.495901e+05	1.456314e+05	0.000000e+00	6.647354e+02	6.648200e+02
-1.82428      	1.496063e+05	1.456487e+05	0.000000e+00	6.656293e+02	6.657678e+02
-1.81428      	1.495975e+05	1.456409e+05	0.000000e+00	6.665377e+02	6.667283e+02
-1.804281     	1.495693e+05	1.456137e+05	0.000000e+00	6.674588e+02	6.676997e+02
-1.794281     	1.495846e+05	1.456300e+05	0.000000e+00	6.683915e+02	6.686807e+02
-1.784281     	1.496272e+05	1.456737e+05	0.000000e+00	6.693345e+02	6.696700e+02
-1.774281     	1.497023e+05	1.457499e+05	0.000000e+00	6.702868e+02	6.706666e+02
-1.764281     	1.497996e+05	1.458482e+05	0.000000e+00	6.712472e+02	6.716694e+02
-1.754281     	1.498335e+05	1.458831e+05	0.000000e+00	6.722149e+02	6.726773e+02
-1.744281     	1.498228e+05	1.458736e+05	0.000000e+00	6.731887e+02	6.736892e+02
-1.734281     	1.498450e+05	1.458968e+05	0.000000e+00	6.741679e+02	6.747043e+02
-1.724281     	1.498889e+05	1.459418e+05	0.000000e+00	6.751516e+02	6.757220e+02
-1.714281     	1.499305e+05	1.459845e+05	0.000000e+00	6.761393e+02	6.767416e+02
-1.704281     	1.499697e+05	1.460248e+05	0.000000e+00	6.771301e+02	6.777626e+02
-1.694281     	1.500300e+05	1.460861e+05	0.000000e+00	6.781236e+02	6.787843e+02
-1.684281     	1.501039e+05	1.461611e+05	0.000000e+00	6.791194e+02	6.798066e+02
-1.674281     	1.501190e+05	1.461773e+05	0.000000e+00	6.801167e+02	6.808286e+02
-1.664281     	1.500924e+05	1.461518e+05	0.000000e+00	6.811151e+02	6.818498e+02
-1.654281     	1.500933e+05	1.461538e+05	0.000000e+00	6.821140e+02	6.828698e+02
-1.644281     	1.501123e+05	1.461739e+05	0.000000e+00	6.831131e+02	6.838883e+02
-1.634281     	1.501491e+05	1.462117e+05	0.000000e+00	6.841120e+02	6.849051e+02
-1.624281     	1.501975e+05	1.462612e+05	0.000000e+00	6.851104e+02	6.859200e+02
-1.614281     	1.501916e+05	1.462563e+05	0.000000e+00	6.861080e+02	6.869325e+02
-1.604281     	1.501475e+05	1.462133e+05	0.000000e+00	6.871043e+02	6.879421e+02
-1.594281     	1.501303e+05	1.461972e+05	0.000000e+00	6.880990e+02	6.889486e+02
-1.584281     	1.501314e+05	1.461994e+05	0.000000e+00	6.890919e+02	6.899518e+02
-1.574281     	1.501520e+05	1.462210e+05	0.000000e+00	6.900827e+02	6.909517e+02
-1.564281     	1.501859e+05	1.462560e+05	0.000000e+00	6.910712e+02	6.919481e+02
-1.554281     	1.501911e+05	1.462622e+05	0.000000e+00	6.920573e+02	6.929407e+02
-1.544281     	1.501763e+05	1.462485e+05	0.000000e+00	6.930406e+02	6.939293e+02
-1.534281     	1.501413e+05	1.462146e+05	0.000000e+00	6.940209e+02	6.949134e+02
-1.524281     	1.500924e+05	1.461667e+05	0.000000e+00	6.949978e+02	6.958930e+02
-1.514281     	1.500699e+05	1.461452e+05	0.000000e+00	6.959713e+02	6.968678e+02
-1.504281     	1.500658e+05	1.461422e+05	0.000000e+00	6.969410e+02	6.978379e+02
-1.494281     	1.500794e+05	1.461568e+05	0.000000e+00	6.979071e+02	6.988032e+02
-1.484281     	1.501054e+05	1.461838e+05	0.000000e+00	6.988693e+02	6.997637e+02
-1.474281     	1.500877e+05	1.461671e+05	0.000000e+00	6.998275e+02	7.007191e+02
-1.464281     	1.500399e+05	1.461203e+05	0.000000e+00	7.007814e+02	7.016692e+02
-1.454281     	1.500167e+05	1.460981e+05	0.000000e+00	7.017310e+02	7.026138e+02
-1.444281     	1.500106e+05	1.460930e+05	0.000000e+00	7.026761e+02	7.035530e+02
-1.434281     	1.500041e+05	1.460875e+05	0.000000e+00	7.036166e+02	7.044867e+02
-1.424281     	1.499974e+05	1.460818e+05	0.000000e+00	7.045525e+02	7.054149e+02
-1.414281     	1.499906e+05	1.460760e+05	0.000000e+00	7.054836e+02	7.063375e+02
-1.404281     	1.499840e+05	1.460703e+05	0.000000e+00	7.064098e+02	7.072543e+02
-1.394281     	1.499774e+05	1.460647e+05	0.000000e+00	7.073312e+02	7.081654e+02
-1.384281     	1.499710e+05	1.460593e+05	0.000000e+00	7.082475e+02	7.090707e+02
-1.374281     	1.499648e+05	1.460541e+05	0.000000e+00	7.091588e+02	7.099702e+02
-1.364281     	1.499588e+05	1.460490e+05	0.000000e+00	7.100649e+02	7.108637e+02
-1.354281     	1.499530e+05	1.460441e+05	0.000000e+00	7.109658e+02	7.117512e+02
-1.344281     	1.499473e+05	1.460394e+05	0.000000e+00	7.118613e+02	7.126328e+02
-1.334281     	1.499418e+05	1.460348e+05	0.000000e+00	7.127516e+02	7.135083e+02
-1.324281     	1.499363e+05	1.460303e+05	0.000000e+00	7.136364e+02	7.143777e+02
-1.314281     	1.499310e+05	1.460259e+05	0.000000e+00	7.145158e+02	7.152409e+02
-1.304281     	1.499257e+05	1.460214e+05	0.000000e+00	7.153896e+02	7.160981e+02
-1.294281     	1.499206e+05	1.460173e+05	0.000000e+00	7.162579e+02	7.169490e+02
-1.284281     	1.499156e+05	1.460132e+05	0.000000e+00	7.171206e+02	7.177938e+02
-1.274281     	1.499107e+05	1.460091e+05	0.000000e+00	7.179777e+02	7.186323e+02
-1.264281     	1.499059e+05	1.460052e+05	0.000000e+00	7.188291e+02	7.194646e+02
-1.254281     	1.499012e+05	1.460014e+05	0.000000e+00	7.196748e+02	7.202907e+02
