time(s);keff(-);power(W);flux0(m-2s-1);TFuel_Max;Avg;Min;TCladding_Max;Avg;Min;
3.266427647;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.266900497;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.267373347;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.267846197;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.268319047;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.268791897;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.269264747;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.269737598;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.270210448;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.270690924;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.271171401;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.271695557;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.272273199;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.272903353;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.273564247;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.274225141;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.274869513;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.275482451;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.27608044;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.276663844;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.277247248;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.277830652;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.278399097;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.278967542;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.279535986;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.280104431;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.280657086;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.281209741;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.281762395;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.28231505;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.282850958;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.283386865;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.283922773;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.28445868;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.284976724;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.285494768;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.286012812;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.286530856;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.287029713;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.287528571;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.288027428;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.288526285;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.289025142;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.28950231;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.289979478;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.290456645;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.290933813;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.291387122;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.291840432;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.292293741;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.29274705;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.29320036;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.293653669;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.294106978;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.294527909;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.294948839;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.295369769;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.295790699;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.296211629;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.296632559;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.297053489;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.297474419;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.297895349;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.29831628;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.29873721;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.29915814;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.29957907;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.3;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.300393701;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.300785852;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.301174927;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.301562476;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.301948505;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.302333021;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.302716029;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.303099037;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.303480537;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.303860534;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.304239036;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.304616048;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.30499306;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.305368581;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.305744103;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.306119624;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.306495146;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.306872181;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.307249217;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.307624726;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.307998715;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.308372704;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.308745173;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.309117642;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.30949011;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.309864118;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.310238126;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.310612134;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.310986141;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.311360149;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.311735742;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.312114558;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.312495015;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.312875471;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.313255928;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.313634723;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.314011864;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.314389005;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.314764492;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.31515548;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.315565357;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.31598543;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.316409746;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.316829797;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.317245648;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.317655323;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.318060962;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.318462624;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.318862317;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.319260051;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.319655835;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.320049679;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.320443523;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.320835427;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.321227331;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.321619234;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.322009188;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.322399143;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.322787147;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.323175151;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.323561206;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.32394726;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.324331365;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.32471547;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.325099574;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.325481719;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.325863864;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.326246009;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.326626185;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.32700636;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.327386535;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.32776671;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.328144895;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.32852308;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.328901265;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.329279449;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.329657634;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.330033796;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.330409959;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.330786121;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.331162284;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.331538446;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.331914608;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.332290771;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.332666933;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.333041006;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.333415078;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.333789151;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.334163224;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.334537296;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.334911369;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.335285441;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.335659514;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.336033587;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.336407659;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.336781732;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.337155804;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.337532117;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.337908429;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.338284742;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.338661054;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.339037367;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.33941368;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.339789992;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.340168671;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.340547351;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.34092603;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.341304709;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.341683389;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.342062068;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.342440747;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.342819427;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.34320063;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.343581834;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.343963038;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.344344242;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.344725446;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.345106649;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.345487853;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.345869057;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.346252964;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.346636872;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.347020779;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.347404687;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.347788594;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.348172501;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.348556409;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.348943203;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.349329997;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.349716791;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.350103585;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.350490378;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.350877172;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.351263966;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.35165076;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.352040673;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.352430587;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.3528205;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.353210413;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.353600326;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.35399024;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.354380153;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.354770066;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.355159979;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.355553313;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.355946646;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.35633998;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.356733313;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.357126647;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.35751998;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.357913314;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.358306647;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.358699981;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.359093314;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.359486648;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.359879981;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.360273315;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.360666648;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.361059982;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.361453315;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.361846649;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.362239983;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.362633316;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.36302665;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.363419983;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.363813317;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.36420665;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.364599984;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.364993317;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.365386651;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.365779984;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.366173318;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.366566651;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.366959985;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.367353318;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.367746652;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.368139985;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.368533319;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.368926652;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.369319986;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.369713319;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.370106653;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.370499986;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.37089332;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.371286653;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.371679987;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.37207332;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.372466654;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.372859987;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.373253321;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.373646654;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.374034204;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.374421753;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.374809302;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.375196851;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.3755844;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.37597195;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.376359499;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.376747048;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.377134597;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.377522146;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.377909696;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.378297245;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.378684794;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.379072343;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.379452846;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.379833349;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.380213852;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.380594355;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.380974857;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.38135536;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.381735863;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.382116366;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.382496869;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.382877372;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.383257875;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.383638377;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.38401888;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.384399383;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.384779886;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.385160389;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.385540892;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.385921395;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.386301897;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.3866824;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.387062903;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.387443406;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.387823909;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.388204412;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.388584914;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.388965417;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.38934592;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.389713302;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.390080684;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.390448066;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.390815448;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.391182831;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.391550213;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.391917595;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.392284977;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.392652359;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.393019741;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.393387123;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.393754505;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.394121887;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.394489269;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.394856651;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.395224033;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.395591415;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.395958797;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.396326179;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.396693561;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.397060944;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.397428326;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.397795708;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.39816309;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.398530472;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.398897854;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.399265236;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.399632618;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.4;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.40037037;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.400740741;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.401111111;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.401481481;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.401851852;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.402222222;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.402592593;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.402962963;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.403333333;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.403703704;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.404074074;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.404444444;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.404814815;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.405185185;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.405554114;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.405923044;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.406291973;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.406660902;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.407029831;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.407398761;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.40776769;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.408136619;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.408505548;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.408874478;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.409243407;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.409612336;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.409981265;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.410348689;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.410716112;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.411083536;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.411450959;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.411818382;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.412185806;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.412553229;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.412920653;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.413288076;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.413655499;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.414022923;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.414390346;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.41475777;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.415125193;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.415492616;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.41586004;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.416227463;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.416594887;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.41696231;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.417329733;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.417697157;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.41806458;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.418432004;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.418799427;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.41916685;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.419534274;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.419901697;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.420267443;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.420633189;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.420998934;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.42136468;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.421730426;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.422096171;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.422461917;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.422827663;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.423193408;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.423559154;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.4239249;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.424290645;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.424654633;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.42501862;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.425382607;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.425746595;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.426110582;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.426474569;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.426838556;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.427202544;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.427566531;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.427930518;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.428294505;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.428658493;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.42902248;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.429386467;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.429750455;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.430114442;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.430478429;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.430842416;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.431206404;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.431570391;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.431934378;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.432298366;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.432662353;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.43302634;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.433390327;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.433754315;1;3.6e+09;1e-18;0;0;0;0;0;0;
3.434118302;1;3.6e+09;1e-18;0;0;0;0;0;0;
