time,model.root.system1.integrator.y,model.root.system1.integrator1.y,model.root.system1.der(integrator.y),model.root.system1.der(integrator1.y),model.root.system1.HModelica,model.root.system1.hxPower,model.root.system1.hxPowerIntegral,model.root.system1.momentumModelica,model.root.system1.power,model.root.system1.powerIntegral,model.root.system1.temperatureModelica,model.root.system1.integrator.u,model.root.system1.integrator1.u,model.root.system1.ramp.y,model.root.system1.ramp1.y,model.root.system1.ramp2.y,model.root.system1.integrator.initType,model.root.system1.integrator1.initType,model.root.system1.integrator.use_reset,model.root.system1.integrator.use_set,model.root.system1.integrator1.use_reset,model.root.system1.integrator1.use_set
0.245, 39106443.9906, -3102.04676271, 154098822.815, -13771.5348345, 10000, -13771.5348345, -3102.04676271, 0, 154098822.815, 39106443.9906, 850, 154098822.815, -13771.5348345, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.246, 39260494.4181, -3115.82585497, 154050427.545, -13779.0922586, 10000, -13779.0922586, -3115.82585497, 0, 154050427.545, 39260494.4181, 850, 154050427.545, -13779.0922586, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.246, 39260494.4181, -3115.82585497, 154050427.545, -13779.0922586, 10000, -13779.0922586, -3115.82585497, 0, 154050427.545, 39260494.4181, 850, 154050427.545, -13779.0922586, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.246, 39260494.4181, -3115.82585497, 154050427.545, -13779.0922586, 10000, -13779.0922586, -3115.82585497, 0, 154050427.545, 39260494.4181, 850, 154050427.545, -13779.0922586, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.247, 39414496.4755, -3129.6124973, 154002057.376, -13786.6423241, 10000, -13786.6423241, -3129.6124973, 0, 154002057.376, 39414496.4755, 850, 154002057.376, -13786.6423241, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.247, 39414496.4755, -3129.6124973, 154002057.376, -13786.6423241, 10000, -13786.6423241, -3129.6124973, 0, 154002057.376, 39414496.4755, 850, 154002057.376, -13786.6423241, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.247, 39414496.4755, -3129.6124973, 154002057.376, -13786.6423241, 10000, -13786.6423241, -3129.6124973, 0, 154002057.376, 39414496.4755, 850, 154002057.376, -13786.6423241, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.248, 39568450.191, -3143.40668229, 153953715.477, -13794.18499, 10000, -13794.18499, -3143.40668229, 0, 153953715.477, 39568450.191, 850, 153953715.477, -13794.18499, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.248, 39568450.191, -3143.40668229, 153953715.477, -13794.18499, 10000, -13794.18499, -3143.40668229, 0, 153953715.477, 39568450.191, 850, 153953715.477, -13794.18499, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.248, 39568450.191, -3143.40668229, 153953715.477, -13794.18499, 10000, -13794.18499, -3143.40668229, 0, 153953715.477, 39568450.191, 850, 153953715.477, -13794.18499, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.249, 39722355.594, -3157.20840251, 153905403.034, -13801.7202242, 10000, -13801.7202242, -3157.20840251, 0, 153905403.034, 39722355.594, 850, 153905403.034, -13801.7202242, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.249, 39722355.594, -3157.20840251, 153905403.034, -13801.7202242, 10000, -13801.7202242, -3157.20840251, 0, 153905403.034, 39722355.594, 850, 153905403.034, -13801.7202242, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.249, 39722355.594, -3157.20840251, 153905403.034, -13801.7202242, 10000, -13801.7202242, -3157.20840251, 0, 153905403.034, 39722355.594, 850, 153905403.034, -13801.7202242, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.25, 39876212.7145, -3171.01765051, 153857120.483, -13809.2480016, 10000, -13809.2480016, -3171.01765051, 0, 153857120.483, 39876212.7145, 850, 153857120.483, -13809.2480016, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.25, 39876212.7145, -3171.01765051, 153857120.483, -13809.2480016, 10000, -13809.2480016, -3171.01765051, 0, 153857120.483, 39876212.7145, 850, 153857120.483, -13809.2480016, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.25, 39876212.7145, -3171.01765051, 153857120.483, -13809.2480016, 10000, -13809.2480016, -3171.01765051, 0, 153857120.483, 39876212.7145, 850, 153857120.483, -13809.2480016, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.251, 40030021.5825, -3184.83441881, 153808867.974, -13816.768303, 10000, -13816.768303, -3184.83441881, 0, 153808867.974, 40030021.5825, 850, 153808867.974, -13816.768303, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.251, 40030021.5825, -3184.83441881, 153808867.974, -13816.768303, 10000, -13816.768303, -3184.83441881, 0, 153808867.974, 40030021.5825, 850, 153808867.974, -13816.768303, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.251, 40030021.5825, -3184.83441881, 153808867.974, -13816.768303, 10000, -13816.768303, -3184.83441881, 0, 153808867.974, 40030021.5825, 850, 153808867.974, -13816.768303, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.252, 40183782.228, -3198.65869993, 153760645.552, -13824.2811132, 10000, -13824.2811132, -3198.65869993, 0, 153760645.552, 40183782.228, 850, 153760645.552, -13824.2811132, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.252, 40183782.228, -3198.65869993, 153760645.552, -13824.2811132, 10000, -13824.2811132, -3198.65869993, 0, 153760645.552, 40183782.228, 850, 153760645.552, -13824.2811132, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.252, 40183782.228, -3198.65869993, 153760645.552, -13824.2811132, 10000, -13824.2811132, -3198.65869993, 0, 153760645.552, 40183782.228, 850, 153760645.552, -13824.2811132, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.253, 40337494.6812, -3212.49048635, 153712453.218, -13831.7864205, 10000, -13831.7864205, -3212.49048635, 0, 153712453.218, 40337494.6812, 850, 153712453.218, -13831.7864205, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.253, 40337494.6812, -3212.49048635, 153712453.218, -13831.7864205, 10000, -13831.7864205, -3212.49048635, 0, 153712453.218, 40337494.6812, 850, 153712453.218, -13831.7864205, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.253, 40337494.6812, -3212.49048635, 153712453.218, -13831.7864205, 10000, -13831.7864205, -3212.49048635, 0, 153712453.218, 40337494.6812, 850, 153712453.218, -13831.7864205, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.254, 40491158.9722, -3226.32977056, 153664290.959, -13839.2842162, 10000, -13839.2842162, -3226.32977056, 0, 153664290.959, 40491158.9722, 850, 153664290.959, -13839.2842162, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.254, 40491158.9722, -3226.32977056, 153664290.959, -13839.2842162, 10000, -13839.2842162, -3226.32977056, 0, 153664290.959, 40491158.9722, 850, 153664290.959, -13839.2842162, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.254, 40491158.9722, -3226.32977056, 153664290.959, -13839.2842162, 10000, -13839.2842162, -3226.32977056, 0, 153664290.959, 40491158.9722, 850, 153664290.959, -13839.2842162, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.255, 40644775.1309, -3240.17654506, 153616158.753, -13846.7744934, 10000, -13846.7744934, -3240.17654506, 0, 153616158.753, 40644775.1309, 850, 153616158.753, -13846.7744934, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.255, 40644775.1309, -3240.17654506, 153616158.753, -13846.7744934, 10000, -13846.7744934, -3240.17654506, 0, 153616158.753, 40644775.1309, 850, 153616158.753, -13846.7744934, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.255, 40644775.1309, -3240.17654506, 153616158.753, -13846.7744934, 10000, -13846.7744934, -3240.17654506, 0, 153616158.753, 40644775.1309, 850, 153616158.753, -13846.7744934, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.256, 40798343.1875, -3254.0308023, 153568056.577, -13854.257247, 10000, -13854.257247, -3254.0308023, 0, 153568056.577, 40798343.1875, 850, 153568056.577, -13854.257247, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.256, 40798343.1875, -3254.0308023, 153568056.577, -13854.257247, 10000, -13854.257247, -3254.0308023, 0, 153568056.577, 40798343.1875, 850, 153568056.577, -13854.257247, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.256, 40798343.1875, -3254.0308023, 153568056.577, -13854.257247, 10000, -13854.257247, -3254.0308023, 0, 153568056.577, 40798343.1875, 850, 153568056.577, -13854.257247, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.257, 40951863.1719, -3267.89253478, 153519984.409, -13861.7324735, 10000, -13861.7324735, -3267.89253478, 0, 153519984.409, 40951863.1719, 850, 153519984.409, -13861.7324735, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.257, 40951863.1719, -3267.89253478, 153519984.409, -13861.7324735, 10000, -13861.7324735, -3267.89253478, 0, 153519984.409, 40951863.1719, 850, 153519984.409, -13861.7324735, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.257, 40951863.1719, -3267.89253478, 153519984.409, -13861.7324735, 10000, -13861.7324735, -3267.89253478, 0, 153519984.409, 40951863.1719, 850, 153519984.409, -13861.7324735, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.258, 41105335.1141, -3281.76173495, 153471942.222, -13869.2001702, 10000, -13869.2001702, -3281.76173495, 0, 153471942.222, 41105335.1141, 850, 153471942.222, -13869.2001702, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.258, 41105335.1141, -3281.76173495, 153471942.222, -13869.2001702, 10000, -13869.2001702, -3281.76173495, 0, 153471942.222, 41105335.1141, 850, 153471942.222, -13869.2001702, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.258, 41105335.1141, -3281.76173495, 153471942.222, -13869.2001702, 10000, -13869.2001702, -3281.76173495, 0, 153471942.222, 41105335.1141, 850, 153471942.222, -13869.2001702, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.259, 41258759.0441, -3295.63839528, 153423929.993, -13876.6603355, 10000, -13876.6603355, -3295.63839528, 0, 153423929.993, 41258759.0441, 850, 153423929.993, -13876.6603355, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.259, 41258759.0441, -3295.63839528, 153423929.993, -13876.6603355, 10000, -13876.6603355, -3295.63839528, 0, 153423929.993, 41258759.0441, 850, 153423929.993, -13876.6603355, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.259, 41258759.0441, -3295.63839528, 153423929.993, -13876.6603355, 10000, -13876.6603355, -3295.63839528, 0, 153423929.993, 41258759.0441, 850, 153423929.993, -13876.6603355, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.26, 41412134.9918, -3309.52250825, 153375947.695, -13884.1129685, 10000, -13884.1129685, -3309.52250825, 0, 153375947.695, 41412134.9918, 850, 153375947.695, -13884.1129685, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.26, 41412134.9918, -3309.52250825, 153375947.695, -13884.1129685, 10000, -13884.1129685, -3309.52250825, 0, 153375947.695, 41412134.9918, 850, 153375947.695, -13884.1129685, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.26, 41412134.9918, -3309.52250825, 153375947.695, -13884.1129685, 10000, -13884.1129685, -3309.52250825, 0, 153375947.695, 41412134.9918, 850, 153375947.695, -13884.1129685, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.261, 41565462.9871, -3323.41406632, 153327995.304, -13891.5580686, 10000, -13891.5580686, -3323.41406632, 0, 153327995.304, 41565462.9871, 850, 153327995.304, -13891.5580686, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.261, 41565462.9871, -3323.41406632, 153327995.304, -13891.5580686, 10000, -13891.5580686, -3323.41406632, 0, 153327995.304, 41565462.9871, 850, 153327995.304, -13891.5580686, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.261, 41565462.9871, -3323.41406632, 153327995.304, -13891.5580686, 10000, -13891.5580686, -3323.41406632, 0, 153327995.304, 41565462.9871, 850, 153327995.304, -13891.5580686, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.262, 41718743.0599, -3337.31306196, 153280072.793, -13898.9956362, 10000, -13898.9956362, -3337.31306196, 0, 153280072.793, 41718743.0599, 850, 153280072.793, -13898.9956362, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.262, 41718743.0599, -3337.31306196, 153280072.793, -13898.9956362, 10000, -13898.9956362, -3337.31306196, 0, 153280072.793, 41718743.0599, 850, 153280072.793, -13898.9956362, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.262, 41718743.0599, -3337.31306196, 153280072.793, -13898.9956362, 10000, -13898.9956362, -3337.31306196, 0, 153280072.793, 41718743.0599, 850, 153280072.793, -13898.9956362, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.263, 41871975.2401, -3351.21948763, 153232180.138, -13906.4256716, 10000, -13906.4256716, -3351.21948763, 0, 153232180.138, 41871975.2401, 850, 153232180.138, -13906.4256716, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.263, 41871975.2401, -3351.21948763, 153232180.138, -13906.4256716, 10000, -13906.4256716, -3351.21948763, 0, 153232180.138, 41871975.2401, 850, 153232180.138, -13906.4256716, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.263, 41871975.2401, -3351.21948763, 153232180.138, -13906.4256716, 10000, -13906.4256716, -3351.21948763, 0, 153232180.138, 41871975.2401, 850, 153232180.138, -13906.4256716, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.264, 42025159.5574, -3365.1333358, 153184317.313, -13913.8481758, 10000, -13913.8481758, -3365.1333358, 0, 153184317.313, 42025159.5574, 850, 153184317.313, -13913.8481758, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.264, 42025159.5574, -3365.1333358, 153184317.313, -13913.8481758, 10000, -13913.8481758, -3365.1333358, 0, 153184317.313, 42025159.5574, 850, 153184317.313, -13913.8481758, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.264, 42025159.5574, -3365.1333358, 153184317.313, -13913.8481758, 10000, -13913.8481758, -3365.1333358, 0, 153184317.313, 42025159.5574, 850, 153184317.313, -13913.8481758, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.265, 42178296.0417, -3379.05459895, 153136484.292, -13921.2631497, 10000, -13921.2631497, -3379.05459895, 0, 153136484.292, 42178296.0417, 850, 153136484.292, -13921.2631497, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.265, 42178296.0417, -3379.05459895, 153136484.292, -13921.2631497, 10000, -13921.2631497, -3379.05459895, 0, 153136484.292, 42178296.0417, 850, 153136484.292, -13921.2631497, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.265, 42178296.0417, -3379.05459895, 153136484.292, -13921.2631497, 10000, -13921.2631497, -3379.05459895, 0, 153136484.292, 42178296.0417, 850, 153136484.292, -13921.2631497, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.266, 42331384.7227, -3392.98326955, 153088681.049, -13928.6705948, 10000, -13928.6705948, -3392.98326955, 0, 153088681.049, 42331384.7227, 850, 153088681.049, -13928.6705948, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.266, 42331384.7227, -3392.98326955, 153088681.049, -13928.6705948, 10000, -13928.6705948, -3392.98326955, 0, 153088681.049, 42331384.7227, 850, 153088681.049, -13928.6705948, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.266, 42331384.7227, -3392.98326955, 153088681.049, -13928.6705948, 10000, -13928.6705948, -3392.98326955, 0, 153088681.049, 42331384.7227, 850, 153088681.049, -13928.6705948, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.267, 42484425.6303, -3406.91934006, 153040907.56, -13936.0705126, 10000, -13936.0705126, -3406.91934006, 0, 153040907.56, 42484425.6303, 850, 153040907.56, -13936.0705126, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.267, 42484425.6303, -3406.91934006, 153040907.56, -13936.0705126, 10000, -13936.0705126, -3406.91934006, 0, 153040907.56, 42484425.6303, 850, 153040907.56, -13936.0705126, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.267, 42484425.6303, -3406.91934006, 153040907.56, -13936.0705126, 10000, -13936.0705126, -3406.91934006, 0, 153040907.56, 42484425.6303, 850, 153040907.56, -13936.0705126, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.268, 42637418.7941, -3420.86280297, 152993163.798, -13943.4629047, 10000, -13943.4629047, -3420.86280297, 0, 152993163.798, 42637418.7941, 850, 152993163.798, -13943.4629047, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.268, 42637418.7941, -3420.86280297, 152993163.798, -13943.4629047, 10000, -13943.4629047, -3420.86280297, 0, 152993163.798, 42637418.7941, 850, 152993163.798, -13943.4629047, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.268, 42637418.7941, -3420.86280297, 152993163.798, -13943.4629047, 10000, -13943.4629047, -3420.86280297, 0, 152993163.798, 42637418.7941, 850, 152993163.798, -13943.4629047, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.269, 42790364.2438, -3434.81365074, 152945449.738, -13950.8477729, 10000, -13950.8477729, -3434.81365074, 0, 152945449.738, 42790364.2438, 850, 152945449.738, -13950.8477729, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.269, 42790364.2438, -3434.81365074, 152945449.738, -13950.8477729, 10000, -13950.8477729, -3434.81365074, 0, 152945449.738, 42790364.2438, 850, 152945449.738, -13950.8477729, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.269, 42790364.2438, -3434.81365074, 152945449.738, -13950.8477729, 10000, -13950.8477729, -3434.81365074, 0, 152945449.738, 42790364.2438, 850, 152945449.738, -13950.8477729, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.27, 42943262.0092, -3448.77187586, 152897765.353, -13958.2251193, 10000, -13958.2251193, -3448.77187586, 0, 152897765.353, 42943262.0092, 850, 152897765.353, -13958.2251193, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.27, 42943262.0092, -3448.77187586, 152897765.353, -13958.2251193, 10000, -13958.2251193, -3448.77187586, 0, 152897765.353, 42943262.0092, 850, 152897765.353, -13958.2251193, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.27, 42943262.0092, -3448.77187586, 152897765.353, -13958.2251193, 10000, -13958.2251193, -3448.77187586, 0, 152897765.353, 42943262.0092, 850, 152897765.353, -13958.2251193, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.271, 43096112.1198, -3462.7374708, 152850110.62, -13965.5949458, 10000, -13965.5949458, -3462.7374708, 0, 152850110.62, 43096112.1198, 850, 152850110.62, -13965.5949458, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.271, 43096112.1198, -3462.7374708, 152850110.62, -13965.5949458, 10000, -13965.5949458, -3462.7374708, 0, 152850110.62, 43096112.1198, 850, 152850110.62, -13965.5949458, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.271, 43096112.1198, -3462.7374708, 152850110.62, -13965.5949458, 10000, -13965.5949458, -3462.7374708, 0, 152850110.62, 43096112.1198, 850, 152850110.62, -13965.5949458, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.272, 43248914.6053, -3476.71042806, 152802485.511, -13972.9572545, 10000, -13972.9572545, -3476.71042806, 0, 152802485.511, 43248914.6053, 850, 152802485.511, -13972.9572545, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.272, 43248914.6053, -3476.71042806, 152802485.511, -13972.9572545, 10000, -13972.9572545, -3476.71042806, 0, 152802485.511, 43248914.6053, 850, 152802485.511, -13972.9572545, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.272, 43248914.6053, -3476.71042806, 152802485.511, -13972.9572545, 10000, -13972.9572545, -3476.71042806, 0, 152802485.511, 43248914.6053, 850, 152802485.511, -13972.9572545, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.273, 43401669.4953, -3490.69074011, 152754890.001, -13980.3120476, 10000, -13980.3120476, -3490.69074011, 0, 152754890.001, 43401669.4953, 850, 152754890.001, -13980.3120476, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.273, 43401669.4953, -3490.69074011, 152754890.001, -13980.3120476, 10000, -13980.3120476, -3490.69074011, 0, 152754890.001, 43401669.4953, 850, 152754890.001, -13980.3120476, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.273, 43401669.4953, -3490.69074011, 152754890.001, -13980.3120476, 10000, -13980.3120476, -3490.69074011, 0, 152754890.001, 43401669.4953, 850, 152754890.001, -13980.3120476, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.274, 43554376.8194, -3504.67839943, 152707324.065, -13987.6593275, 10000, -13987.6593275, -3504.67839943, 0, 152707324.065, 43554376.8194, 850, 152707324.065, -13987.6593275, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.274, 43554376.8194, -3504.67839943, 152707324.065, -13987.6593275, 10000, -13987.6593275, -3504.67839943, 0, 152707324.065, 43554376.8194, 850, 152707324.065, -13987.6593275, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.274, 43554376.8194, -3504.67839943, 152707324.065, -13987.6593275, 10000, -13987.6593275, -3504.67839943, 0, 152707324.065, 43554376.8194, 850, 152707324.065, -13987.6593275, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.275, 43707036.607, -3518.67339853, 152659787.676, -13994.9990963, 10000, -13994.9990963, -3518.67339853, 0, 152659787.676, 43707036.607, 850, 152659787.676, -13994.9990963, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.275, 43707036.607, -3518.67339853, 152659787.676, -13994.9990963, 10000, -13994.9990963, -3518.67339853, 0, 152659787.676, 43707036.607, 850, 152659787.676, -13994.9990963, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.275, 43707036.607, -3518.67339853, 152659787.676, -13994.9990963, 10000, -13994.9990963, -3518.67339853, 0, 152659787.676, 43707036.607, 850, 152659787.676, -13994.9990963, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.276, 43859648.8879, -3532.67572989, 152612280.81, -14002.3313565, 10000, -14002.3313565, -3532.67572989, 0, 152612280.81, 43859648.8879, 850, 152612280.81, -14002.3313565, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.276, 43859648.8879, -3532.67572989, 152612280.81, -14002.3313565, 10000, -14002.3313565, -3532.67572989, 0, 152612280.81, 43859648.8879, 850, 152612280.81, -14002.3313565, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.276, 43859648.8879, -3532.67572989, 152612280.81, -14002.3313565, 10000, -14002.3313565, -3532.67572989, 0, 152612280.81, 43859648.8879, 850, 152612280.81, -14002.3313565, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.277, 44012213.6913, -3546.685386, 152564803.441, -14009.6561104, 10000, -14009.6561104, -3546.685386, 0, 152564803.441, 44012213.6913, 850, 152564803.441, -14009.6561104, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.277, 44012213.6913, -3546.685386, 152564803.441, -14009.6561104, 10000, -14009.6561104, -3546.685386, 0, 152564803.441, 44012213.6913, 850, 152564803.441, -14009.6561104, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.277, 44012213.6913, -3546.685386, 152564803.441, -14009.6561104, 10000, -14009.6561104, -3546.685386, 0, 152564803.441, 44012213.6913, 850, 152564803.441, -14009.6561104, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.278, 44164731.0468, -3560.70235936, 152517355.544, -14016.9733606, 10000, -14016.9733606, -3560.70235936, 0, 152517355.544, 44164731.0468, 850, 152517355.544, -14016.9733606, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.278, 44164731.0468, -3560.70235936, 152517355.544, -14016.9733606, 10000, -14016.9733606, -3560.70235936, 0, 152517355.544, 44164731.0468, 850, 152517355.544, -14016.9733606, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.278, 44164731.0468, -3560.70235936, 152517355.544, -14016.9733606, 10000, -14016.9733606, -3560.70235936, 0, 152517355.544, 44164731.0468, 850, 152517355.544, -14016.9733606, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.279, 44317200.9839, -3574.72664247, 152469937.092, -14024.2831095, 10000, -14024.2831095, -3574.72664247, 0, 152469937.092, 44317200.9839, 850, 152469937.092, -14024.2831095, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.279, 44317200.9839, -3574.72664247, 152469937.092, -14024.2831095, 10000, -14024.2831095, -3574.72664247, 0, 152469937.092, 44317200.9839, 850, 152469937.092, -14024.2831095, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.279, 44317200.9839, -3574.72664247, 152469937.092, -14024.2831095, 10000, -14024.2831095, -3574.72664247, 0, 152469937.092, 44317200.9839, 850, 152469937.092, -14024.2831095, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.28, 44469623.532, -3588.75822783, 152422548.06, -14031.5853595, 10000, -14031.5853595, -3588.75822783, 0, 152422548.06, 44469623.532, 850, 152422548.06, -14031.5853595, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.28, 44469623.532, -3588.75822783, 152422548.06, -14031.5853595, 10000, -14031.5853595, -3588.75822783, 0, 152422548.06, 44469623.532, 850, 152422548.06, -14031.5853595, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.28, 44469623.532, -3588.75822783, 152422548.06, -14031.5853595, 10000, -14031.5853595, -3588.75822783, 0, 152422548.06, 44469623.532, 850, 152422548.06, -14031.5853595, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.281, 44621998.7204, -3602.79710794, 152375188.423, -14038.8801133, 10000, -14038.8801133, -3602.79710794, 0, 152375188.423, 44621998.7204, 850, 152375188.423, -14038.8801133, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.281, 44621998.7204, -3602.79710794, 152375188.423, -14038.8801133, 10000, -14038.8801133, -3602.79710794, 0, 152375188.423, 44621998.7204, 850, 152375188.423, -14038.8801133, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.281, 44621998.7204, -3602.79710794, 152375188.423, -14038.8801133, 10000, -14038.8801133, -3602.79710794, 0, 152375188.423, 44621998.7204, 850, 152375188.423, -14038.8801133, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.282, 44774326.5786, -3616.84327531, 152327858.156, -14046.1673734, 10000, -14046.1673734, -3616.84327531, 0, 152327858.156, 44774326.5786, 850, 152327858.156, -14046.1673734, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.282, 44774326.5786, -3616.84327531, 152327858.156, -14046.1673734, 10000, -14046.1673734, -3616.84327531, 0, 152327858.156, 44774326.5786, 850, 152327858.156, -14046.1673734, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.282, 44774326.5786, -3616.84327531, 152327858.156, -14046.1673734, 10000, -14046.1673734, -3616.84327531, 0, 152327858.156, 44774326.5786, 850, 152327858.156, -14046.1673734, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.283, 44926607.1358, -3630.89672246, 152280557.232, -14053.4471423, 10000, -14053.4471423, -3630.89672246, 0, 152280557.232, 44926607.1358, 850, 152280557.232, -14053.4471423, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.283, 44926607.1358, -3630.89672246, 152280557.232, -14053.4471423, 10000, -14053.4471423, -3630.89672246, 0, 152280557.232, 44926607.1358, 850, 152280557.232, -14053.4471423, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.283, 44926607.1358, -3630.89672246, 152280557.232, -14053.4471423, 10000, -14053.4471423, -3630.89672246, 0, 152280557.232, 44926607.1358, 850, 152280557.232, -14053.4471423, 0, 850, 10000, 3, 3, 0, 0, 0, 0
