time,model.root.system1.integrator.y,model.root.system1.integrator1.y,model.root.system1.der(integrator.y),model.root.system1.der(integrator1.y),model.root.system1.HModelica,model.root.system1.hxPower,model.root.system1.hxPowerIntegral,model.root.system1.momentumModelica,model.root.system1.power,model.root.system1.powerIntegral,model.root.system1.temperatureModelica,model.root.system1.integrator.u,model.root.system1.integrator1.u,model.root.system1.ramp.y,model.root.system1.ramp1.y,model.root.system1.ramp2.y,model.root.system1.integrator.initType,model.root.system1.integrator1.initType,model.root.system1.integrator.use_reset,model.root.system1.integrator.use_set,model.root.system1.integrator1.use_reset,model.root.system1.integrator1.use_set
0.555, 84684597.5745, -7698.94756875, 140423211.895, -15764.5439328, 10000, -15764.5439328, -7698.94756875, 0, 140423211.895, 84684597.5745, 850, 140423211.895, -15764.5439328, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.555, 84684597.5745, -7698.94756875, 140423211.895, -15764.5439328, 10000, -15764.5439328, -7698.94756875, 0, 140423211.895, 84684597.5745, 850, 140423211.895, -15764.5439328, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.555, 84684597.5745, -7698.94756875, 140423211.895, -15764.5439328, 10000, -15764.5439328, -7698.94756875, 0, 140423211.895, 84684597.5745, 850, 140423211.895, -15764.5439328, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.556, 84824980.6224, -7714.71744646, 140383047.894, -15769.8777069, 10000, -15769.8777069, -7714.71744646, 0, 140383047.894, 84824980.6224, 850, 140383047.894, -15769.8777069, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.556, 84824980.6224, -7714.71744646, 140383047.894, -15769.8777069, 10000, -15769.8777069, -7714.71744646, 0, 140383047.894, 84824980.6224, 850, 140383047.894, -15769.8777069, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.556, 84824980.6224, -7714.71744646, 140383047.894, -15769.8777069, 10000, -15769.8777069, -7714.71744646, 0, 140383047.894, 84824980.6224, 850, 140383047.894, -15769.8777069, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.557, 84965323.5295, -7730.49265115, 140342907.111, -15775.2046879, 10000, -15775.2046879, -7730.49265115, 0, 140342907.111, 84965323.5295, 850, 140342907.111, -15775.2046879, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.557, 84965323.5295, -7730.49265115, 140342907.111, -15775.2046879, 10000, -15775.2046879, -7730.49265115, 0, 140342907.111, 84965323.5295, 850, 140342907.111, -15775.2046879, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.557, 84965323.5295, -7730.49265115, 140342907.111, -15775.2046879, 10000, -15775.2046879, -7730.49265115, 0, 140342907.111, 84965323.5295, 850, 140342907.111, -15775.2046879, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.558, 85105626.319, -7746.27317602, 140302789.524, -15780.524878, 10000, -15780.524878, -7746.27317602, 0, 140302789.524, 85105626.319, 850, 140302789.524, -15780.524878, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.558, 85105626.319, -7746.27317602, 140302789.524, -15780.524878, 10000, -15780.524878, -7746.27317602, 0, 140302789.524, 85105626.319, 850, 140302789.524, -15780.524878, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.558, 85105626.319, -7746.27317602, 140302789.524, -15780.524878, 10000, -15780.524878, -7746.27317602, 0, 140302789.524, 85105626.319, 850, 140302789.524, -15780.524878, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.559, 85245889.0141, -7762.0590143, 140262695.115, -15785.8382794, 10000, -15785.8382794, -7762.0590143, 0, 140262695.115, 85245889.0141, 850, 140262695.115, -15785.8382794, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.559, 85245889.0141, -7762.0590143, 140262695.115, -15785.8382794, 10000, -15785.8382794, -7762.0590143, 0, 140262695.115, 85245889.0141, 850, 140262695.115, -15785.8382794, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.559, 85245889.0141, -7762.0590143, 140262695.115, -15785.8382794, 10000, -15785.8382794, -7762.0590143, 0, 140262695.115, 85245889.0141, 850, 140262695.115, -15785.8382794, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.56, 85386111.638, -7777.8501592, 140222623.865, -15791.1448944, 10000, -15791.1448944, -7777.8501592, 0, 140222623.865, 85386111.638, 850, 140222623.865, -15791.1448944, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.56, 85386111.638, -7777.8501592, 140222623.865, -15791.1448944, 10000, -15791.1448944, -7777.8501592, 0, 140222623.865, 85386111.638, 850, 140222623.865, -15791.1448944, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.56, 85386111.638, -7777.8501592, 140222623.865, -15791.1448944, 10000, -15791.1448944, -7777.8501592, 0, 140222623.865, 85386111.638, 850, 140222623.865, -15791.1448944, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.561, 85526294.2137, -7793.64660392, 140182575.754, -15796.444725, 10000, -15796.444725, -7793.64660392, 0, 140182575.754, 85526294.2137, 850, 140182575.754, -15796.444725, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.561, 85526294.2137, -7793.64660392, 140182575.754, -15796.444725, 10000, -15796.444725, -7793.64660392, 0, 140182575.754, 85526294.2137, 850, 140182575.754, -15796.444725, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.561, 85526294.2137, -7793.64660392, 140182575.754, -15796.444725, 10000, -15796.444725, -7793.64660392, 0, 140182575.754, 85526294.2137, 850, 140182575.754, -15796.444725, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.562, 85666436.7645, -7809.4483417, 140142550.762, -15801.7377736, 10000, -15801.7377736, -7809.4483417, 0, 140142550.762, 85666436.7645, 850, 140142550.762, -15801.7377736, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.562, 85666436.7645, -7809.4483417, 140142550.762, -15801.7377736, 10000, -15801.7377736, -7809.4483417, 0, 140142550.762, 85666436.7645, 850, 140142550.762, -15801.7377736, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.562, 85666436.7645, -7809.4483417, 140142550.762, -15801.7377736, 10000, -15801.7377736, -7809.4483417, 0, 140142550.762, 85666436.7645, 850, 140142550.762, -15801.7377736, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.563, 85806539.3134, -7825.25536574, 140102548.87, -15807.0240422, 10000, -15807.0240422, -7825.25536574, 0, 140102548.87, 85806539.3134, 850, 140102548.87, -15807.0240422, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.563, 85806539.3134, -7825.25536574, 140102548.87, -15807.0240422, 10000, -15807.0240422, -7825.25536574, 0, 140102548.87, 85806539.3134, 850, 140102548.87, -15807.0240422, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.563, 85806539.3134, -7825.25536574, 140102548.87, -15807.0240422, 10000, -15807.0240422, -7825.25536574, 0, 140102548.87, 85806539.3134, 850, 140102548.87, -15807.0240422, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.564, 85946601.8834, -7841.06766927, 140062570.059, -15812.3035332, 10000, -15812.3035332, -7841.06766927, 0, 140062570.059, 85946601.8834, 850, 140062570.059, -15812.3035332, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.564, 85946601.8834, -7841.06766927, 140062570.059, -15812.3035332, 10000, -15812.3035332, -7841.06766927, 0, 140062570.059, 85946601.8834, 850, 140062570.059, -15812.3035332, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.564, 85946601.8834, -7841.06766927, 140062570.059, -15812.3035332, 10000, -15812.3035332, -7841.06766927, 0, 140062570.059, 85946601.8834, 850, 140062570.059, -15812.3035332, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.565, 86086624.4977, -7856.88524552, 140022614.31, -15817.5762486, 10000, -15817.5762486, -7856.88524552, 0, 140022614.31, 86086624.4977, 850, 140022614.31, -15817.5762486, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.565, 86086624.4977, -7856.88524552, 140022614.31, -15817.5762486, 10000, -15817.5762486, -7856.88524552, 0, 140022614.31, 86086624.4977, 850, 140022614.31, -15817.5762486, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.565, 86086624.4977, -7856.88524552, 140022614.31, -15817.5762486, 10000, -15817.5762486, -7856.88524552, 0, 140022614.31, 86086624.4977, 850, 140022614.31, -15817.5762486, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.566, 86226607.1793, -7872.70808771, 139982681.603, -15822.8421906, 10000, -15822.8421906, -7872.70808771, 0, 139982681.603, 86226607.1793, 850, 139982681.603, -15822.8421906, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.566, 86226607.1793, -7872.70808771, 139982681.603, -15822.8421906, 10000, -15822.8421906, -7872.70808771, 0, 139982681.603, 86226607.1793, 850, 139982681.603, -15822.8421906, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.566, 86226607.1793, -7872.70808771, 139982681.603, -15822.8421906, 10000, -15822.8421906, -7872.70808771, 0, 139982681.603, 86226607.1793, 850, 139982681.603, -15822.8421906, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.567, 86366549.9513, -7888.53618907, 139942771.918, -15828.1013615, 10000, -15828.1013615, -7888.53618907, 0, 139942771.918, 86366549.9513, 850, 139942771.918, -15828.1013615, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.567, 86366549.9513, -7888.53618907, 139942771.918, -15828.1013615, 10000, -15828.1013615, -7888.53618907, 0, 139942771.918, 86366549.9513, 850, 139942771.918, -15828.1013615, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.567, 86366549.9513, -7888.53618907, 139942771.918, -15828.1013615, 10000, -15828.1013615, -7888.53618907, 0, 139942771.918, 86366549.9513, 850, 139942771.918, -15828.1013615, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.568, 86506452.8365, -7904.36954284, 139902885.238, -15833.3537634, 10000, -15833.3537634, -7904.36954284, 0, 139902885.238, 86506452.8365, 850, 139902885.238, -15833.3537634, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.568, 86506452.8365, -7904.36954284, 139902885.238, -15833.3537634, 10000, -15833.3537634, -7904.36954284, 0, 139902885.238, 86506452.8365, 850, 139902885.238, -15833.3537634, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.568, 86506452.8365, -7904.36954284, 139902885.238, -15833.3537634, 10000, -15833.3537634, -7904.36954284, 0, 139902885.238, 86506452.8365, 850, 139902885.238, -15833.3537634, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.569, 86646315.858, -7920.20814223, 139863021.542, -15838.5993985, 10000, -15838.5993985, -7920.20814223, 0, 139863021.542, 86646315.858, 850, 139863021.542, -15838.5993985, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.569, 86646315.858, -7920.20814223, 139863021.542, -15838.5993985, 10000, -15838.5993985, -7920.20814223, 0, 139863021.542, 86646315.858, 850, 139863021.542, -15838.5993985, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.569, 86646315.858, -7920.20814223, 139863021.542, -15838.5993985, 10000, -15838.5993985, -7920.20814223, 0, 139863021.542, 86646315.858, 850, 139863021.542, -15838.5993985, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.57, 86786139.0389, -7936.0519805, 139823180.812, -15843.8382689, 10000, -15843.8382689, -7936.0519805, 0, 139823180.812, 86786139.0389, 850, 139823180.812, -15843.8382689, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.57, 86786139.0389, -7936.0519805, 139823180.812, -15843.8382689, 10000, -15843.8382689, -7936.0519805, 0, 139823180.812, 86786139.0389, 850, 139823180.812, -15843.8382689, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.57, 86786139.0389, -7936.0519805, 139823180.812, -15843.8382689, 10000, -15843.8382689, -7936.0519805, 0, 139823180.812, 86786139.0389, 850, 139823180.812, -15843.8382689, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.571, 86925922.4019, -7951.90105088, 139783363.028, -15849.0703768, 10000, -15849.0703768, -7951.90105088, 0, 139783363.028, 86925922.4019, 850, 139783363.028, -15849.0703768, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.571, 86925922.4019, -7951.90105088, 139783363.028, -15849.0703768, 10000, -15849.0703768, -7951.90105088, 0, 139783363.028, 86925922.4019, 850, 139783363.028, -15849.0703768, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.571, 86925922.4019, -7951.90105088, 139783363.028, -15849.0703768, 10000, -15849.0703768, -7951.90105088, 0, 139783363.028, 86925922.4019, 850, 139783363.028, -15849.0703768, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.572, 87065665.97, -7967.7553466, 139743568.17, -15854.2957244, 10000, -15854.2957244, -7967.7553466, 0, 139743568.17, 87065665.97, 850, 139743568.17, -15854.2957244, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.572, 87065665.97, -7967.7553466, 139743568.17, -15854.2957244, 10000, -15854.2957244, -7967.7553466, 0, 139743568.17, 87065665.97, 850, 139743568.17, -15854.2957244, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.572, 87065665.97, -7967.7553466, 139743568.17, -15854.2957244, 10000, -15854.2957244, -7967.7553466, 0, 139743568.17, 87065665.97, 850, 139743568.17, -15854.2957244, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.573, 87205369.7663, -7983.61486092, 139703796.22, -15859.5143139, 10000, -15859.5143139, -7983.61486092, 0, 139703796.22, 87205369.7663, 850, 139703796.22, -15859.5143139, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.573, 87205369.7663, -7983.61486092, 139703796.22, -15859.5143139, 10000, -15859.5143139, -7983.61486092, 0, 139703796.22, 87205369.7663, 850, 139703796.22, -15859.5143139, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.573, 87205369.7663, -7983.61486092, 139703796.22, -15859.5143139, 10000, -15859.5143139, -7983.61486092, 0, 139703796.22, 87205369.7663, 850, 139703796.22, -15859.5143139, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.574, 87345033.8134, -7999.47958707, 139664047.159, -15864.7261474, 10000, -15864.7261474, -7999.47958707, 0, 139664047.159, 87345033.8134, 850, 139664047.159, -15864.7261474, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.574, 87345033.8134, -7999.47958707, 139664047.159, -15864.7261474, 10000, -15864.7261474, -7999.47958707, 0, 139664047.159, 87345033.8134, 850, 139664047.159, -15864.7261474, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.574, 87345033.8134, -7999.47958707, 139664047.159, -15864.7261474, 10000, -15864.7261474, -7999.47958707, 0, 139664047.159, 87345033.8134, 850, 139664047.159, -15864.7261474, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.575, 87484658.1344, -8015.34951829, 139624320.968, -15869.931227, 10000, -15869.931227, -8015.34951829, 0, 139624320.968, 87484658.1344, 850, 139624320.968, -15869.931227, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.575, 87484658.1344, -8015.34951829, 139624320.968, -15869.931227, 10000, -15869.931227, -8015.34951829, 0, 139624320.968, 87484658.1344, 850, 139624320.968, -15869.931227, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.575, 87484658.1344, -8015.34951829, 139624320.968, -15869.931227, 10000, -15869.931227, -8015.34951829, 0, 139624320.968, 87484658.1344, 850, 139624320.968, -15869.931227, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.576, 87624242.752, -8031.22464785, 139584617.626, -15875.129555, 10000, -15875.129555, -8031.22464785, 0, 139584617.626, 87624242.752, 850, 139584617.626, -15875.129555, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.576, 87624242.752, -8031.22464785, 139584617.626, -15875.129555, 10000, -15875.129555, -8031.22464785, 0, 139584617.626, 87624242.752, 850, 139584617.626, -15875.129555, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.576, 87624242.752, -8031.22464785, 139584617.626, -15875.129555, 10000, -15875.129555, -8031.22464785, 0, 139584617.626, 87624242.752, 850, 139584617.626, -15875.129555, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.577, 87763787.6891, -8047.10496898, 139544937.117, -15880.3211335, 10000, -15880.3211335, -8047.10496898, 0, 139544937.117, 87763787.6891, 850, 139544937.117, -15880.3211335, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.577, 87763787.6891, -8047.10496898, 139544937.117, -15880.3211335, 10000, -15880.3211335, -8047.10496898, 0, 139544937.117, 87763787.6891, 850, 139544937.117, -15880.3211335, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.577, 87763787.6891, -8047.10496898, 139544937.117, -15880.3211335, 10000, -15880.3211335, -8047.10496898, 0, 139544937.117, 87763787.6891, 850, 139544937.117, -15880.3211335, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.578, 87903292.9686, -8062.99047495, 139505279.419, -15885.5059646, 10000, -15885.5059646, -8062.99047495, 0, 139505279.419, 87903292.9686, 850, 139505279.419, -15885.5059646, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.578, 87903292.9686, -8062.99047495, 139505279.419, -15885.5059646, 10000, -15885.5059646, -8062.99047495, 0, 139505279.419, 87903292.9686, 850, 139505279.419, -15885.5059646, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.578, 87903292.9686, -8062.99047495, 139505279.419, -15885.5059646, 10000, -15885.5059646, -8062.99047495, 0, 139505279.419, 87903292.9686, 850, 139505279.419, -15885.5059646, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.579, 88042758.6131, -8078.881159, 139465644.515, -15890.6840504, 10000, -15890.6840504, -8078.881159, 0, 139465644.515, 88042758.6131, 850, 139465644.515, -15890.6840504, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.579, 88042758.6131, -8078.881159, 139465644.515, -15890.6840504, 10000, -15890.6840504, -8078.881159, 0, 139465644.515, 88042758.6131, 850, 139465644.515, -15890.6840504, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.579, 88042758.6131, -8078.881159, 139465644.515, -15890.6840504, 10000, -15890.6840504, -8078.881159, 0, 139465644.515, 88042758.6131, 850, 139465644.515, -15890.6840504, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.58, 88182184.6455, -8094.77701439, 139426032.385, -15895.8553932, 10000, -15895.8553932, -8094.77701439, 0, 139426032.385, 88182184.6455, 850, 139426032.385, -15895.8553932, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.58, 88182184.6455, -8094.77701439, 139426032.385, -15895.8553932, 10000, -15895.8553932, -8094.77701439, 0, 139426032.385, 88182184.6455, 850, 139426032.385, -15895.8553932, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.58, 88182184.6455, -8094.77701439, 139426032.385, -15895.8553932, 10000, -15895.8553932, -8094.77701439, 0, 139426032.385, 88182184.6455, 850, 139426032.385, -15895.8553932, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.581, 88321571.0885, -8110.67803438, 139386443.01, -15901.0199951, 10000, -15901.0199951, -8110.67803438, 0, 139386443.01, 88321571.0885, 850, 139386443.01, -15901.0199951, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.581, 88321571.0885, -8110.67803438, 139386443.01, -15901.0199951, 10000, -15901.0199951, -8110.67803438, 0, 139386443.01, 88321571.0885, 850, 139386443.01, -15901.0199951, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.581, 88321571.0885, -8110.67803438, 139386443.01, -15901.0199951, 10000, -15901.0199951, -8110.67803438, 0, 139386443.01, 88321571.0885, 850, 139386443.01, -15901.0199951, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.582, 88460917.9648, -8126.58421224, 139346876.371, -15906.1778581, 10000, -15906.1778581, -8126.58421224, 0, 139346876.371, 88460917.9648, 850, 139346876.371, -15906.1778581, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.582, 88460917.9648, -8126.58421224, 139346876.371, -15906.1778581, 10000, -15906.1778581, -8126.58421224, 0, 139346876.371, 88460917.9648, 850, 139346876.371, -15906.1778581, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.582, 88460917.9648, -8126.58421224, 139346876.371, -15906.1778581, 10000, -15906.1778581, -8126.58421224, 0, 139346876.371, 88460917.9648, 850, 139346876.371, -15906.1778581, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.583, 88600225.2973, -8142.49554123, 139307332.449, -15911.3289845, 10000, -15911.3289845, -8142.49554123, 0, 139307332.449, 88600225.2973, 850, 139307332.449, -15911.3289845, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.583, 88600225.2973, -8142.49554123, 139307332.449, -15911.3289845, 10000, -15911.3289845, -8142.49554123, 0, 139307332.449, 88600225.2973, 850, 139307332.449, -15911.3289845, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.583, 88600225.2973, -8142.49554123, 139307332.449, -15911.3289845, 10000, -15911.3289845, -8142.49554123, 0, 139307332.449, 88600225.2973, 850, 139307332.449, -15911.3289845, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.584, 88739493.1085, -8158.4120146, 139267811.226, -15916.4733764, 10000, -15916.4733764, -8158.4120146, 0, 139267811.226, 88739493.1085, 850, 139267811.226, -15916.4733764, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.584, 88739493.1085, -8158.4120146, 139267811.226, -15916.4733764, 10000, -15916.4733764, -8158.4120146, 0, 139267811.226, 88739493.1085, 850, 139267811.226, -15916.4733764, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.584, 88739493.1085, -8158.4120146, 139267811.226, -15916.4733764, 10000, -15916.4733764, -8158.4120146, 0, 139267811.226, 88739493.1085, 850, 139267811.226, -15916.4733764, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.585, 88878721.4212, -8174.33362564, 139228312.682, -15921.6110359, 10000, -15921.6110359, -8174.33362564, 0, 139228312.682, 88878721.4212, 850, 139228312.682, -15921.6110359, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.585, 88878721.4212, -8174.33362564, 139228312.682, -15921.6110359, 10000, -15921.6110359, -8174.33362564, 0, 139228312.682, 88878721.4212, 850, 139228312.682, -15921.6110359, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.585, 88878721.4212, -8174.33362564, 139228312.682, -15921.6110359, 10000, -15921.6110359, -8174.33362564, 0, 139228312.682, 88878721.4212, 850, 139228312.682, -15921.6110359, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.586, 89017910.258, -8190.2603676, 139188836.799, -15926.7419651, 10000, -15926.7419651, -8190.2603676, 0, 139188836.799, 89017910.258, 850, 139188836.799, -15926.7419651, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.586, 89017910.258, -8190.2603676, 139188836.799, -15926.7419651, 10000, -15926.7419651, -8190.2603676, 0, 139188836.799, 89017910.258, 850, 139188836.799, -15926.7419651, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.586, 89017910.258, -8190.2603676, 139188836.799, -15926.7419651, 10000, -15926.7419651, -8190.2603676, 0, 139188836.799, 89017910.258, 850, 139188836.799, -15926.7419651, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.587, 89157059.6416, -8206.19223377, 139149383.557, -15931.8661662, 10000, -15931.8661662, -8206.19223377, 0, 139149383.557, 89157059.6416, 850, 139149383.557, -15931.8661662, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.587, 89157059.6416, -8206.19223377, 139149383.557, -15931.8661662, 10000, -15931.8661662, -8206.19223377, 0, 139149383.557, 89157059.6416, 850, 139149383.557, -15931.8661662, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.587, 89157059.6416, -8206.19223377, 139149383.557, -15931.8661662, 10000, -15931.8661662, -8206.19223377, 0, 139149383.557, 89157059.6416, 850, 139149383.557, -15931.8661662, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.588, 89296169.5945, -8222.12921741, 139109952.938, -15936.9836413, 10000, -15936.9836413, -8222.12921741, 0, 139109952.938, 89296169.5945, 850, 139109952.938, -15936.9836413, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.588, 89296169.5945, -8222.12921741, 139109952.938, -15936.9836413, 10000, -15936.9836413, -8222.12921741, 0, 139109952.938, 89296169.5945, 850, 139109952.938, -15936.9836413, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.588, 89296169.5945, -8222.12921741, 139109952.938, -15936.9836413, 10000, -15936.9836413, -8222.12921741, 0, 139109952.938, 89296169.5945, 850, 139109952.938, -15936.9836413, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.589, 89435240.1394, -8238.0713118, 139070544.923, -15942.0943924, 10000, -15942.0943924, -8238.0713118, 0, 139070544.923, 89435240.1394, 850, 139070544.923, -15942.0943924, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.589, 89435240.1394, -8238.0713118, 139070544.923, -15942.0943924, 10000, -15942.0943924, -8238.0713118, 0, 139070544.923, 89435240.1394, 850, 139070544.923, -15942.0943924, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.589, 89435240.1394, -8238.0713118, 139070544.923, -15942.0943924, 10000, -15942.0943924, -8238.0713118, 0, 139070544.923, 89435240.1394, 850, 139070544.923, -15942.0943924, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.59, 89574271.2989, -8254.01851023, 139031159.492, -15947.1984218, 10000, -15947.1984218, -8254.01851023, 0, 139031159.492, 89574271.2989, 850, 139031159.492, -15947.1984218, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.59, 89574271.2989, -8254.01851023, 139031159.492, -15947.1984218, 10000, -15947.1984218, -8254.01851023, 0, 139031159.492, 89574271.2989, 850, 139031159.492, -15947.1984218, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.59, 89574271.2989, -8254.01851023, 139031159.492, -15947.1984218, 10000, -15947.1984218, -8254.01851023, 0, 139031159.492, 89574271.2989, 850, 139031159.492, -15947.1984218, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.591, 89713263.0955, -8269.97080596, 138991796.628, -15952.2957316, 10000, -15952.2957316, -8269.97080596, 0, 138991796.628, 89713263.0955, 850, 138991796.628, -15952.2957316, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.591, 89713263.0955, -8269.97080596, 138991796.628, -15952.2957316, 10000, -15952.2957316, -8269.97080596, 0, 138991796.628, 89713263.0955, 850, 138991796.628, -15952.2957316, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.591, 89713263.0955, -8269.97080596, 138991796.628, -15952.2957316, 10000, -15952.2957316, -8269.97080596, 0, 138991796.628, 89713263.0955, 850, 138991796.628, -15952.2957316, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.592, 89852215.5518, -8285.92819228, 138952456.312, -15957.3863238, 10000, -15957.3863238, -8285.92819228, 0, 138952456.312, 89852215.5518, 850, 138952456.312, -15957.3863238, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.592, 89852215.5518, -8285.92819228, 138952456.312, -15957.3863238, 10000, -15957.3863238, -8285.92819228, 0, 138952456.312, 89852215.5518, 850, 138952456.312, -15957.3863238, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.592, 89852215.5518, -8285.92819228, 138952456.312, -15957.3863238, 10000, -15957.3863238, -8285.92819228, 0, 138952456.312, 89852215.5518, 850, 138952456.312, -15957.3863238, 0, 850, 10000, 3, 3, 0, 0, 0, 0
0.593, 89991128.6904, -8301.89066248, 138913138.524, -15962.4702005, 10000, -15962.4702005, -8301.89066248, 0, 138913138.524, 89991128.6904, 850, 138913138.524, -15962.4702005, 0, 850, 10000, 3, 3, 0, 0, 0, 0
